anchor,other,score,byte_class_3gram_jaccard,prefix4_equal,class_equal,message_count_score,message_position_score,unknown_role_score,anchor_class,other_class,anchor_size,other_size,method
00030100:0x00BA3006,00030100:0x01B13005,0.276429,0.575,False,True,0.142857,0.0,0.25,0x3000,0x3000,80,944,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00150100:0x00F62003,0.27619,0.690476,False,False,0.0,0.0,0.0,0x3000,0x2000,640,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00150100:0x00602000,0.275147,0.494118,False,False,0.25,0.0,0.4,0x3000,0x2000,80,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00150100:0x01813004,0.275031,0.493827,False,False,0.25,0.0,0.4,0x2000,0x3000,80,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x01CB5000,00150100:0x02065002,0.274968,0.493671,False,True,0.25,0.0,0.4,0x5000,0x5000,368,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00150100:0x00F62003,0.274419,0.686047,False,False,0.0,0.0,0.0,0x5000,0x2000,280,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00150100:0x00F62003,0.273684,0.684211,False,True,0.0,0.0,0.0,0x2000,0x2000,2024,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00120000:0x0C843001,0.273665,0.465909,False,False,0.285714,0.0,0.444444,0x6000,0x3000,312,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00120000:0x0C843001,0.273665,0.465909,False,False,0.285714,0.0,0.444444,0x6000,0x3000,312,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00150100:0x00396001,0.273665,0.465909,False,False,0.285714,0.0,0.444444,0x3000,0x6000,720,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00151100:0x00396001,0.273665,0.465909,False,False,0.285714,0.0,0.444444,0x3000,0x6000,720,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00120000:0x09592005,0.273418,0.489796,False,False,0.25,0.0,0.4,0x6000,0x2000,312,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00120000:0x09592005,0.273418,0.489796,False,False,0.25,0.0,0.4,0x6000,0x2000,312,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00150100:0x00396001,0.273418,0.489796,False,False,0.25,0.0,0.4,0x2000,0x6000,3848,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00151100:0x00396001,0.273418,0.489796,False,False,0.25,0.0,0.4,0x2000,0x6000,3848,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00150100:0x02065002,0.273174,0.328767,False,False,0.5,0.0,0.666667,0x6000,0x5000,312,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00150100:0x02065002,0.273174,0.328767,False,False,0.5,0.0,0.666667,0x6000,0x5000,312,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00396001,00150100:0x02065002,0.273174,0.328767,False,False,0.5,0.0,0.666667,0x6000,0x5000,312,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x02065002,00151100:0x00396001,0.273174,0.328767,False,False,0.5,0.0,0.666667,0x5000,0x6000,104,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00120000:0x0D824000,0.273152,0.48913,False,False,0.25,0.0,0.4,0x3000,0x4000,80,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00150100:0x00602000,0.272622,0.487805,False,False,0.25,0.0,0.4,0x3000,0x2000,80,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00150100:0x01CB5000,0.272622,0.487805,False,False,0.25,0.0,0.4,0x2000,0x5000,80,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00120000:0x0D2E5001,0.271429,0.428571,False,False,0.333333,0.0,0.5,0x3000,0x5000,72,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00120000:0x09592005,0.271407,0.576087,False,False,0.125,0.0,0.222222,0x3000,0x2000,112,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00F62003,00150100:0x011E3000,0.271264,0.678161,False,False,0.0,0.0,0.0,0x2000,0x3000,320,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00150100:0x02065002,0.271126,0.519481,False,True,0.2,0.0,0.333333,0x5000,0x5000,360,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00120000:0x0D824000,0.270758,0.483146,False,False,0.25,0.0,0.4,0x3000,0x4000,80,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00030100:0x02465001,0.270741,0.518519,False,False,0.2,0.0,0.333333,0x3000,0x5000,80,360,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00150100:0x01F95001,0.269544,0.571429,False,False,0.125,0.0,0.222222,0x3000,0x5000,640,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00120000:0x015D2006,0.269412,0.423529,False,False,0.333333,0.0,0.5,0x3000,0x2000,72,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00120000:0x02112002,0.268351,0.525773,False,False,0.181818,0.0,0.307692,0x6000,0x2000,312,4936,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00120000:0x02112002,0.268351,0.525773,False,False,0.181818,0.0,0.307692,0x6000,0x2000,312,4936,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00150100:0x00396001,0.268351,0.525773,False,False,0.181818,0.0,0.307692,0x2000,0x6000,4936,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00151100:0x00396001,0.268351,0.525773,False,False,0.181818,0.0,0.307692,0x2000,0x6000,4936,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00150100:0x00F62003,0.268182,0.670455,False,False,0.0,0.0,0.0,0x3000,0x2000,1536,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00030100:0x00C43000,0.267885,0.6,False,False,0.083333,0.0,0.153846,0x2000,0x3000,720,112,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00602000,00150100:0x02065002,0.267744,0.47561,False,False,0.25,0.0,0.4,0x2000,0x5000,608,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00150100:0x01CB5000,0.267244,0.474359,False,False,0.25,0.0,0.4,0x3000,0x5000,72,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00120000:0x08562001,0.267208,0.534091,False,False,0.166667,0.0,0.285714,0x3000,0x2000,80,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x09592005,0.267059,0.565217,False,False,0.125,0.0,0.222222,0x3000,0x2000,96,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00150100:0x01F95001,0.265581,0.505618,False,False,0.2,0.0,0.333333,0x2000,0x5000,2640,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00120000:0x0CDE3000,0.263864,0.465909,False,False,0.25,0.0,0.4,0x6000,0x3000,312,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00120000:0x0CDE3000,0.263864,0.465909,False,False,0.25,0.0,0.4,0x6000,0x3000,312,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00150100:0x00396001,0.263864,0.465909,False,False,0.25,0.0,0.4,0x3000,0x6000,640,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00151100:0x00396001,0.263864,0.465909,False,False,0.25,0.0,0.4,0x3000,0x6000,640,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x011E3000,00150100:0x02065002,0.263333,0.5,False,False,0.2,0.0,0.333333,0x3000,0x5000,496,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00F62003,00150100:0x015C3003,0.263291,0.658228,False,False,0.0,0.0,0.0,0x2000,0x3000,320,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00030100:0x00E53002,0.263179,0.588235,False,False,0.083333,0.0,0.153846,0x2000,0x3000,720,96,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00150100:0x01F95001,0.262022,0.594937,False,False,0.071429,0.0,0.133333,0x3000,0x5000,1536,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00030100:0x022C5000,0.261905,0.520833,False,False,0.166667,0.0,0.285714,0x2000,0x5000,720,208,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00150100:0x00AC2001,0.261086,0.494382,False,True,0.2,0.0,0.333333,0x2000,0x2000,2640,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00150100:0x02065002,0.259639,0.546667,False,False,0.125,0.0,0.222222,0x3000,0x5000,640,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00030100:0x01B13005,0.259087,0.531646,False,True,0.142857,0.0,0.25,0x3000,0x3000,80,944,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00150100:0x00AC2001,0.258333,0.47619,False,False,0.142857,0.142857,0.25,0x3000,0x2000,944,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00150100:0x00AC2001,0.258242,0.395604,False,False,0.333333,0.0,0.5,0x5000,0x2000,392,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00150100:0x02065002,0.256955,0.526316,False,False,0.142857,0.0,0.25,0x3000,0x5000,720,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00120000:0x02112002,0.255835,0.56383,False,False,0.090909,0.0,0.166667,0x3000,0x2000,112,4936,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00030100:0x00602000,0.255769,0.505495,False,False,0.166667,0.0,0.285714,0x6000,0x2000,312,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00120000:0x00396001,0.255769,0.505495,False,False,0.166667,0.0,0.285714,0x2000,0x6000,720,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00150100:0x00396001,0.255769,0.505495,False,False,0.166667,0.0,0.285714,0x2000,0x6000,720,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00151100:0x00396001,0.255769,0.505495,False,False,0.166667,0.0,0.285714,0x2000,0x6000,720,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00120000:0x047A2003,0.254482,0.576087,False,False,0.071429,0.0,0.133333,0x3000,0x2000,112,3920,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00120000:0x06642004,0.253825,0.510204,False,False,0.153846,0.0,0.266667,0x6000,0x2000,312,3984,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00120000:0x06642004,0.253825,0.510204,False,False,0.153846,0.0,0.266667,0x6000,0x2000,312,3984,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00150100:0x00396001,0.253825,0.510204,False,False,0.153846,0.0,0.266667,0x2000,0x6000,3984,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00151100:0x00396001,0.253825,0.510204,False,False,0.153846,0.0,0.266667,0x2000,0x6000,3984,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x015C3003,00150100:0x02135003,0.253667,0.28,False,False,0.5,0.0,0.666667,0x3000,0x5000,296,128,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D824000,00150100:0x02065002,0.253324,0.43956,False,False,0.25,0.0,0.4,0x4000,0x5000,1256,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00150100:0x00602000,0.25311,0.439024,False,False,0.25,0.0,0.4,0x3000,0x2000,72,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00120000:0x0D824000,0.252781,0.438202,False,False,0.25,0.0,0.4,0x3000,0x4000,72,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00150100:0x00AC2001,0.252275,0.560976,False,True,0.083333,0.0,0.153846,0x2000,0x2000,720,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D824000,00150100:0x00AC2001,0.251968,0.43617,False,False,0.25,0.0,0.4,0x4000,0x2000,1256,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x00602000,0.251499,0.526316,False,False,0.125,0.0,0.222222,0x3000,0x2000,96,2024,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00120000:0x06642004,0.251356,0.56383,False,False,0.076923,0.0,0.142857,0x3000,0x2000,112,3984,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x01CB5000,00150100:0x02135003,0.251184,0.434211,False,True,0.25,0.0,0.4,0x5000,0x5000,368,128,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x047A2003,0.250135,0.565217,False,False,0.071429,0.0,0.133333,0x3000,0x2000,96,3920,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x08562001,00150100:0x01F95001,0.249127,0.488889,False,False,0.166667,0.0,0.285714,0x2000,0x5000,2072,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D824000,00150100:0x00F62003,0.247423,0.618557,False,False,0.0,0.0,0.0,0x4000,0x2000,1256,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x06642004,0.247101,0.553191,False,False,0.076923,0.0,0.142857,0x3000,0x2000,96,3984,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00150100:0x011E3000,0.246863,0.458824,False,False,0.2,0.0,0.333333,0x2000,0x3000,80,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00030100:0x01B13005,0.246429,0.5,False,True,0.142857,0.0,0.25,0x3000,0x3000,72,944,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00150100:0x02065002,0.246429,0.5,False,False,0.142857,0.0,0.25,0x3000,0x5000,944,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00150100:0x00AC2001,0.246429,0.5,False,False,0.142857,0.0,0.25,0x3000,0x2000,720,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00150100:0x00F62003,0.245333,0.613333,False,False,0.0,0.0,0.0,0x3000,0x2000,96,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00120000:0x09592005,0.24532,0.51087,False,False,0.125,0.0,0.222222,0x3000,0x2000,80,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00150100:0x00AC2001,0.245088,0.463415,False,False,0.125,0.125,0.222222,0x3000,0x2000,640,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00120000:0x02112002,0.24504,0.536842,False,False,0.090909,0.0,0.166667,0x3000,0x2000,96,4936,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00150100:0x00AC2001,0.24317,0.505495,False,True,0.125,0.0,0.222222,0x2000,0x2000,3848,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00150100:0x02065002,0.243109,0.449438,False,False,0.2,0.0,0.333333,0x2000,0x5000,2640,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00120000:0x047A2003,0.242347,0.489796,False,False,0.142857,0.0,0.25,0x6000,0x2000,312,3920,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00120000:0x047A2003,0.242347,0.489796,False,False,0.142857,0.0,0.25,0x6000,0x2000,312,3920,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00150100:0x00396001,0.242347,0.489796,False,False,0.142857,0.0,0.25,0x2000,0x6000,3920,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00151100:0x00396001,0.242347,0.489796,False,False,0.142857,0.0,0.25,0x2000,0x6000,3920,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00150100:0x00F62003,0.242254,0.605634,False,True,0.0,0.0,0.0,0x2000,0x2000,80,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00150100:0x00F62003,0.242105,0.605263,False,False,0.0,0.0,0.0,0x3000,0x2000,112,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00120000:0x0B3A2007,0.241111,0.444444,False,False,0.2,0.0,0.333333,0x3000,0x2000,80,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00150100:0x01F95001,0.240972,0.5,False,False,0.125,0.0,0.222222,0x2000,0x5000,3848,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00030100:0x02465001,0.240549,0.443038,False,False,0.2,0.0,0.333333,0x3000,0x5000,72,360,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00F62003,00150100:0x01CB5000,0.24,0.6,False,False,0.0,0.0,0.0,0x2000,0x5000,320,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00030100:0x02465001,0.238943,0.439024,False,False,0.2,0.0,0.333333,0x3000,0x5000,80,360,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00150100:0x01F95001,0.238822,0.494624,False,False,0.125,0.0,0.222222,0x2000,0x5000,2024,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00120000:0x08562001,0.237841,0.460674,False,False,0.166667,0.0,0.285714,0x3000,0x2000,80,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00120000:0x00602000,0.236717,0.489362,False,False,0.125,0.0,0.222222,0x3000,0x2000,80,2024,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00150100:0x02135003,0.236471,0.341176,False,True,0.333333,0.0,0.5,0x5000,0x5000,392,128,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00120000:0x0B3A2007,0.236061,0.431818,False,False,0.2,0.0,0.333333,0x3000,0x2000,72,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00030100:0x00F13003,0.23544,0.472527,False,False,0.142857,0.0,0.25,0x6000,0x3000,312,1536,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00120000:0x00396001,0.23544,0.472527,False,False,0.142857,0.0,0.25,0x3000,0x6000,1536,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00150100:0x00396001,0.23544,0.472527,False,False,0.142857,0.0,0.25,0x3000,0x6000,1536,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00151100:0x00396001,0.23544,0.472527,False,False,0.142857,0.0,0.25,0x3000,0x6000,1536,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00150100:0x01F95001,0.234943,0.517647,False,False,0.083333,0.0,0.153846,0x2000,0x5000,720,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00150100:0x00AC2001,0.234521,0.483871,False,True,0.125,0.0,0.222222,0x2000,0x2000,2024,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00150100:0x00F62003,0.234043,0.585106,False,False,0.0,0.0,0.0,0x5000,0x2000,392,320,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x08562001,00150100:0x02065002,0.233347,0.449438,False,False,0.166667,0.0,0.285714,0x2000,0x5000,2072,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00030100:0x00BA3006,0.232536,0.511628,False,False,0.083333,0.0,0.153846,0x2000,0x3000,720,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00F62003,00150100:0x01F95001,0.230137,0.575342,False,False,0.0,0.0,0.0,0x2000,0x5000,320,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
