pattern_type,scope,window,pattern_key,normalized_pattern,count,min_size,max_size,classes,resource_ids,roles,candidate_kind,evidence,confidence,sample_location,sample_raw_hex
normalized_byte_class_rle,unknown_control,unknown_control,9bdfe238bed741766944e157f3af4eb1618e435df6e8a5668b55f2bb85b44704,byte-class RLE; see sample raw,1,293,293,0x2000,0x015D2006,resource_tail,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053176B,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7e 00 b6 f4 79 9c ba 46 09 21 62 f0 9f f2 a0 5c f0 7e bb ba 08 99 f2 c1 96 92 95 98 ea f0 82 98 21 f0 cd 99 84 7a 08 46 9a 9d 7e 82 d2 3f f0 77 38 f3 95 86 7f 08 86 95 94 9d dd f2 7e 95 98 80 92 c2 93 07 0e 00 7e 00 99 f2 a1 21 9c 82 9c 95 98 77 95 98 08 dd f2 86 79 4d f0 60 f2 21 26 f2 95 5b f3 5d f3 93 46 08 a1 a1 46 21 86 c2 9c 86 9a 2e f4 95 98 bd 9a 08 7d 7e 8a 9c 35 f0 e5 b1 92 77 93 9c 21 7d be 0d ff 00 0d 00 ff ff ff ff d0 00 50 00 52 0e 00 3e 00 e0 47 3a f0 a0 38 f3 46 09 0e 00 3f 00 08 46 81 f2 8b b0 8c ba 08 78 f4 92 94 a1 08 75 9c 92 a0 2e f4 95 98 77 bd 86 9a c1 46 0d ff 00 02 03 00 05 21 06 03 10 30 82 10 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 7e 00 86 c2 9c 21 9a c2 99 b4 9f 7a 64 f0 08 b6 84 9d 75 95 88 bc 81 f2 8b bd c2 93 9c 08 46 7d b0 7b bb 21 94 b9 95 9a 08 7d 7e 8a 77 a0 7e 44 0d ff 00 02 02 02 00 00 00 00
normalized_byte_class_rle,unknown_control,unknown_control,619c7a70d9daa3c1a827bd306121ea3793e034181f248681609aa8f00a4ef0b0,byte-class RLE; see sample raw,1,126,126,0x2000,0x02112002,pre_message,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00531894,06 01 05 00 05 00 00 16 df 0f 00 05 00 06 00 00 a6 e0 0f 00 10 30 1f 12 03 00 02 22 06 01 10 30 3a 11 0d 00 ff ff ff ff e0 00 3c 00 81 0e 00 7f 00 77 bb 95 8a b5 77 47 08 6d f5 97 f5 b1 f0 21 24 f0 36 f0 47 e7 c5 48 24 f0 c4 3a f0 cd 08 6b f3 49 f2 dc f2 93 ba 43 07 0e 00 7f 00 b1 c2 9c 96 f3 8a 82 08 7d e6 f1 c1 6d f5 84 94 b5 7d 79 47 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00
normalized_byte_class_rle,unknown_control,unknown_control,5d789d0a8730d813d29ece7f10a08e6d3b394e9affc71570fac4d1c54449b66c,byte-class RLE; see sample raw,1,80,80,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00531945,22 06 02 10 30 bc 11 0d 00 ff ff ff ff e0 00 3c 00 81 0e 00 7f 00 75 77 96 b4 80 f1 87 f6 21 62 f0 70 f0 9c c2 93 bf 46 08 60 f6 9d b5 75 21 35 f0 e5 c1 43 f1 b3 bd 08 27 f4 43 f6 9c c2 98 9f 7a 88 46 0d ff 00 0d 00 ff ff ff ff b0 00 50 00
normalized_byte_class_rle,unknown_control,unknown_control,7cba358ed6900fb01dc302e115eee952adf2b8d227f5fd75693617a18f96e8d5,byte-class RLE; see sample raw,1,402,402,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005319C7,22 06 03 10 30 1e 12 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 77 bb 95 8a b5 77 47 21 9e f1 a4 f1 63 f0 ec f3 08 6d f5 97 f5 b1 f0 21 24 f0 36 f0 47 e7 c5 48 24 f0 c4 3a f0 cd 08 9d f0 84 f2 d7 47 24 f0 db 6b f3 49 f2 dc f2 45 08 7d bb f0 34 f1 9d dc f2 aa 9b 79 91 45 0d ff 00 02 02 05 00 05 00 00 a6 e0 0f 00 05 00 06 00 00 50 e1 0f 00 10 30 aa 14 03 00 02 22 06 01 10 30 f5 12 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 77 bb 95 8a b5 77 47 08 6d f5 97 f5 b1 f0 21 24 f0 36 f0 47 e7 c5 48 24 f0 c4 3a f0 cd 08 6b f3 49 f2 dc f2 93 ba 47 21 b1 c2 9c 08 96 f3 8a 82 21 7d e6 f1 c1 6d f5 84 94 b5 7d 79 47 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00 32 0e 00 26 00 46 9c c2 99 21 7d b6 95 88 c2 7f 08 c8 f2 a5 9a f0 b1 9c c2 7e 8a 98 c2 93 44 09 0e 00 2b 00 08 b4 8a 7e 8a 98 21 7d b6 95 88 c2 b4 46 44 0d ff 00 0d 00 ff ff ff ff a0 00 28 00 81 0e 00 7f 00 75 75 46 21 90 79 93 08 7d b3 7a a0 21 f5 2c f5 9b 7d bc 88 0d ff 00 02 03 00 02 22 06 02 10 30 fb 13 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 7f 00 46 c1 f5 84 9d c1 f5 84 98 08 96 77 9d 6b f4 95 92 21 98 b3 7a 5d f0 db f2 b4 08 21 f0 d1 e3 a0 cd e1 9d 46 21 86 be 7e bb 08 53 50 50 4a f1 e1 e2 81 f5 80 ba 46 0d ff 00 0d 00 ff ff ff ff c0 00 28 00
normalized_byte_class_rle,unknown_control,unknown_control,48cd05d60fde9d9c41837e3374e8d8caf25504e3a6e2653bc7c30985782716da,byte-class RLE; see sample raw,1,437,437,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00531B7A,ff ff e0 00 50 00 81 0e 00 7f 00 90 be 93 84 21 99 95 84 7a 08 c1 f5 84 8a b9 77 86 c2 8b b0 95 92 c2 93 46 08 60 f6 a0 d7 f0 c1 f1 21 86 be 7e bb 8d 95 9a 08 4e 77 bb 95 8a b5 77 47 4f 88 46 0d ff 00 0d 00 ff ff ff ff d0 00 50 00 32 0e 00 27 00 46 60 f6 92 94 a1 27 f1 94 94 b0 95 92 c2 93 08 e5 f1 a1 21 a0 ae bd 93 84 8b b5 9f 7a 7e 08 7d b6 95 88 c2 46 21 3d f2 08 ac f4 98 a2 77 77 93 84 88 43 0d ff 00 02 03 00 02 22 06 03 10 30 4f 14 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 7f 00 a1 74 21 c4 3f f0 3a f0 df 46 08 b4 79 cd f0 7f bc 27 f1 94 98 82 93 84 88 08 60 f6 a1 6c f4 da f0 9d 23 f6 bd 9a 8c bd c0 08 4e 77 bb 95 8a b5 77 47 4f 95 98 9c 46 0d ff 00 02 03 00 05 22 06 04 10 30 a9 14 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 77 bb 95 8a b5 77 47 08 6d f5 97 f5 b1 f0 21 24 f0 36 f0 47 e7 c5 48 24 f0 c4 3a f0 cd 08 6b f3 49 f2 dc f2 93 ba 47 21 b1 c2 9c 08 96 f3 8a 82 21 7d e6 f1 c1 6d f5 84 94 b5 7d 79 47 0d ff 00 02 02 05 00 05 00 00 50 e1 0f 00 05 00 06 00 00 82 e1 0f 00 10 30 7b 16 03 00 02 22 06 01 10 30 61 15 0d 00 ff ff ff ff e0 00 3c 00 81 0e 00 7f 00 77 bb 95 8a b5 77 47 08 6d f5 97 f5 b1 f0 21 24 f0 36 f0 47 e7 c5 48 24 f0 c4 3a f0 cd 08 6b f3 49 f2 dc f2 46 07 0e 00 7f 00 9c c2 93 21 ae 79 b6 b4 d7 c6 d5 3f f0 08 b6 bc 9d 84 f1 92 a0 7e 44 0d ff 00 0d 00 ff ff ff ff c0 00 50 00
normalized_byte_class_rle,unknown_control,unknown_control,013ea3f49a9a24f725417c02cddce9453de4d95c949cf1e049f9d40deaa6e65e,byte-class RLE; see sample raw,1,81,81,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00531D6C,22 06 02 10 30 26 16 0d 00 ff ff ff ff c0 00 50 00 81 0e 00 7f 00 46 b6 b3 9a 84 95 98 08 90 c2 9c 8f f4 77 79 94 7e bb 08 21 f0 d1 e3 9d 7d f0 7a 93 8a 98 92 bb 08 60 f6 b1 92 77 9d 9c 95 94 b0 79 91 46 0d ff 00 0d 00 ff ff ff ff d0 00 28 00
normalized_byte_class_rle,unknown_control,unknown_control,0563e7878028d3567dca3f0de65aaa643440bf9bc470c387c77d953a5985e47b,byte-class RLE; see sample raw,1,278,278,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00531DE3,ff ff d0 00 50 00 81 0e 00 7f 00 b1 c2 9c 54 f1 8d f0 a1 90 79 9c c2 93 ba 46 08 80 f0 bc 3b f4 a1 3f f4 77 7f 21 62 f5 a1 08 e2 f0 98 8a 9c 82 c7 f4 77 46 21 90 be 7f 08 86 a0 dc f2 9d 75 bd 33 f0 3a f0 93 8f 46 0d ff 00 02 03 00 05 22 06 03 10 30 7a 16 0d 00 ff ff ff ff b0 00 50 00 81 0e 00 7f 00 e4 f2 5b f1 8a 9f 7a 9a 21 ae 79 b6 b4 08 51 4a f1 e5 f1 9d a1 21 60 f6 a0 7b f3 99 08 c8 f2 a5 9a f0 b1 8a 98 bd 46 9c c2 98 08 20 f0 32 f0 9d 9c 95 94 b0 79 8f 46 0d ff 00 02 02 05 00 05 00 00 82 e1 0f 00 05 00 06 00 00 9a e2 0f 00 10 30 4e 18 03 00 02 22 06 01 10 30 0f 17 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 7f 00 77 bb 95 8a b5 77 45 09 08 46 95 9a 21 7d b3 7a a1 c4 3f f0 3a f0 df 9a 08 4d f0 8b f6 9d 77 92 46 21 75 77 96 a0 08 54 f1 e5 f1 a0 ac f4 c1 f5 21 a1 f0 9d 84 f1 92 a0 7e 44 0d ff 00 0d 00 ff ff ff ff a0 00 28 00
normalized_byte_class_rle,unknown_control,unknown_control,691310ae558dddc21b4c4545e3b36cd4e2ce0b6ea7ede1072f3c7b64d3f00b60,byte-class RLE; see sample raw,1,88,88,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00531F1A,22 06 02 10 30 f6 17 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 77 77 b6 21 86 be 7e bb 93 08 46 86 be 9d c1 f5 84 92 bb 21 35 f0 e5 b4 08 60 f6 9a 82 f5 8b ba 79 9d 21 c8 f2 a5 9a f0 b1 99 b4 08 b6 bb 88 be c2 a0 7e 9f 44 0d ff 00 0d 00 ff ff ff ff 90 00 28 00
normalized_byte_class_rle,unknown_control,unknown_control,b6fd58388d9c63a3d0c1e978c356b2dbd7135cbd53a1d3f2b61cbbf82bce4fd9,byte-class RLE; see sample raw,1,52,52,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00531F90,ff ff d0 00 28 00 81 0e 00 7f 00 9c c2 98 2e f4 95 98 bd c0 bc 9d b5 08 8d 77 a8 c2 5d f0 81 f2 9c 88 90 79 93 8f 44 0d ff 00 0d 00 ff ff ff ff d0 00 50 00
normalized_byte_class_rle,unknown_control,unknown_control,8b28ba476b17f890864812b64c91d377a01ccb6364eaa21446f8541a368ed6f8,byte-class RLE; see sample raw,1,611,611,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00532001,22 06 03 10 30 4d 18 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 c4 3f f0 3a f0 df a0 b6 96 08 e1 f0 77 b6 96 8b b5 9f 7a c2 93 46 08 92 93 ac f4 c1 f5 95 98 a0 a1 d7 f0 a0 6b f6 8a e1 f0 8a 08 a8 f3 e4 f3 9c 8a 99 20 f4 b0 bd 7e bb 9c 46 0d ff 00 02 02 05 00 05 00 00 9a e2 0f 00 05 00 06 00 00 da 37 20 00 10 30 32 1a 03 00 02 22 06 01 10 30 eb 18 0d 00 ff ff ff ff e0 00 3c 00 81 0e 00 7f 00 77 bb 95 8a b5 77 47 08 6d f5 97 f5 b1 f0 21 24 f0 36 f0 47 e7 c5 48 24 f0 c4 3a f0 cd 08 6b f3 49 f2 dc f2 46 0d ff 00 0d 00 ff ff ff ff d0 00 50 00 32 0e 00 28 00 7d 77 21 b4 79 90 c2 9c 08 c8 f2 a5 9a f0 b1 8a 9c 82 98 77 77 c2 93 08 60 f6 7f ac f4 95 92 c2 93 43 08 24 f0 c4 3a f0 cd a1 41 f1 85 94 b0 95 92 ba 43 0d ff 00 02 03 00 02 22 06 02 10 30 e1 19 0d 00 ff ff ff ff d0 00 3c 00 81 0e 00 7f 00 24 f0 c4 3a f0 cd 7f 21 41 f1 85 88 f0 8a 92 46 44 08 b4 21 b4 79 b0 f3 95 98 84 f1 9c 77 a0 7e 42 08 8b b5 21 60 f6 a0 8e f4 e6 f1 a1 46 44 0d ff 00 0d 00 ff ff ff ff c0 00 28 00 32 0e 00 27 00 b1 c2 9c 80 f7 e0 f1 8a 88 43 08 93 7e bb 21 7d b6 95 88 c2 a1 46 43 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 5d f0 2e f6 a0 db f2 46 44 08 b4 79 86 c2 9c 9a 86 9d 08 31 f2 95 58 f1 95 98 9c 82 98 b4 77 77 a0 7e 46 08 8a 46 21 81 f2 8b bb c2 9f 7a 46 0d ff 00 0d 00 ff ff ff ff b0 00 50 00 32 0e 00 28 00 7d b6 95 88 c2 b4 c9 f3 73 f4 93 bf 44 08 c8 f0 9d 88 f0 ba 79 8f 46 08 b4 79 60 f6 92 94 c1 a0 f7 bd b4 a0 a1 08 9c 9d b4 9c 77 c2 93 43 0d ff 00 02 03 00 05 22 06 03 10 30 31 1a 0d 00 ff ff ff ff b0 00 50 00 81 0e 00 7f 00 24 f0 c4 3a f0 cd 7f e0 f1 7b 92 46 08 8e f4 e6 f1 7f 21 9c 82 9c 95 92 46 44 08 c4 3f f0 3a f0 df 46 21 60 f6 74 08 ee f5 b1 98 c2 8b b5 9f 7a ba 9c 46 0d ff 00 02 02 05 00 05 00 00 da 37 20 00 05 00 06 00 00 ea a9 20 00 10 30 65 1c 03 00 02 22 06 01 10 30 da 1a 0d 00 ff ff ff ff b0 00 50 00
normalized_byte_class_rle,unknown_control,unknown_control,388247e220e5a80124cd02013e0b5d973146bdf4282a026d35896fef1279e47c,byte-class RLE; see sample raw,1,172,172,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00532299,ff ff d0 00 50 00 81 0e 00 7f 00 8a f0 95 c5 f5 79 a0 7f 60 f2 73 f5 93 7e bb ba 08 ad 95 af 95 92 b0 b0 9c 93 84 88 09 08 90 be 9d 46 21 75 bc b5 75 60 f6 92 94 a0 08 77 b0 8a b3 b1 92 77 9c b4 c2 9c c2 93 0d ff 00 02 03 00 02 22 06 02 10 30 1c 1c 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 24 f0 c4 3a f0 cd a0 e5 3b f0 74 c9 f2 7e be 92 a2 f3 51 f2 08 a1 f0 bd 92 a5 9d 21 f0 d1 e3 9d a1 b0 95 98 92 08 75 a0 4c f4 a0 5d f0 7b f0 c1 a1 f1 77 88 f0 8c c2 93 08 b1 c2 9c ba 0d ff 00 0d 00 ff ff ff ff c0 00 28 00
normalized_byte_class_rle,unknown_control,unknown_control,46641804420301fe7a20c2a2b9ac60d56c2284d58a66ea7a44757ae780e65b63,byte-class RLE; see sample raw,1,1786,1786,0x2000,0x02112002,between_messages,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00532363,ff ff e0 00 50 00 81 0e 00 7f 00 75 75 21 ba 82 ba 82 44 f4 7b 98 b1 bc b5 75 08 81 f0 7f e1 f0 77 95 98 21 90 bc b5 08 24 f0 c4 3a f0 cd 8b b5 9c 82 98 21 a1 f0 ce f3 9c 82 08 20 f0 2f f0 95 98 92 60 f6 92 94 9c c2 93 7e bb ba 0d ff 00 0d 00 ff ff ff ff d0 00 28 00 12 0e 00 0f 00 90 be 9c bb 4d f4 a1 21 b1 c2 9c 96 f3 8a 82 08 b6 95 98 bd c2 99 8c 7e 44 0d ff 00 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 7f 00 a1 a1 46 21 b0 74 08 90 be a1 d7 f0 9d ba bc 84 bc 93 9c 08 7e 82 77 79 60 f6 a1 21 6f f2 a1 90 f0 4d f0 c7 f5 08 77 b6 45 21 c6 f2 82 9c 95 94 b0 95 92 43 0d ff 00 02 03 00 05 22 06 03 10 30 64 1c 0d 00 ff ff ff ff a0 00 50 00 81 0e 00 7f 00 46 b4 79 51 60 b4 9f 7a b6 08 b0 74 21 90 79 77 79 c0 84 99 08 86 79 b6 95 98 21 5c f1 99 91 f1 c1 08 50 f6 b6 8a 98 c2 a0 ba 43 0d ff 00 02 02 05 00 05 00 00 ea a9 20 00 05 00 06 00 00 76 86 30 00 10 30 36 1e 03 00 02 22 06 01 10 30 03 1d 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 7d 77 21 70 f4 94 b5 c2 08 90 c2 9c ca 3f f0 77 53 f3 3d f4 99 08 e7 3a f0 e9 a0 dc f2 9d 80 f0 95 98 b1 bf 43 08 4d f0 22 f3 99 e8 f8 9b b4 7f 27 f3 b0 95 98 82 bd 8f 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00 52 0e 00 3c 00 93 77 8b b9 79 a8 08 5d f0 7b f0 c1 ad f1 be bd 83 bb 77 a0 08 a5 f0 a1 75 bd 96 b4 bc 99 8c 7e bb 0d ff 00 02 03 00 02 22 06 02 10 30 dc 1d 0d 00 ff ff ff ff 90 00 50 00 81 0e 00 7f 00 75 c2 92 7f 08 75 a0 ca 3f f0 e8 f8 9b b4 7e bb 08 5d f0 7b f0 c1 ad f1 be bd 44 08 46 90 a0 90 f1 77 ea f1 99 7e 44 0d ff 00 0d 00 ff ff ff ff 80 00 14 00 52 0e 00 3c 00 46 6a f0 6b f0 7f 75 bc b0 8c 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 6a f0 6b f0 46 21 9c bd ad 9b 9f 08 ca d7 93 9a a1 f1 95 98 8f f1 97 77 98 b1 bc b5 08 92 94 b0 94 6a f0 6b f0 99 08 b9 f2 7e be 94 b0 79 95 98 c0 84 93 07 0e 00 7f 00 a1 a1 95 43 08 86 bc b5 75 61 f2 9d 9a 95 94 b5 08 75 c2 92 5d f0 db f2 21 e1 e3 a0 e1 f0 77 08 e9 3b f0 e4 28 f0 b1 92 77 9c b4 c2 93 9c 43 0d ff 00 02 03 00 05 22 06 03 10 30 35 1e 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 7f 00 90 79 93 9c 46 21 ba 8a 21 70 f4 94 b5 c2 08 75 c2 92 a0 5d f0 e8 f5 a0 6a f0 6b f0 99 08 e7 3a f0 e9 c2 dc f2 a0 db d3 2a f0 27 f6 5b f6 c1 08 4d f0 23 f5 8a 98 80 98 82 be b6 43 0d ff 00 02 02 05 00 05 00 00 76 86 30 00 05 00 06 00 00 4a 01 41 00 10 30 0f 20 03 00 02 22 06 01 10 30 cd 1e 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 54 f1 8f f1 a1 21 8d 77 a8 c2 9a 35 f2 82 7e bb b4 08 bb f3 7f 84 f1 bd ba 79 9d 9c 95 92 9c 08 77 b6 74 21 8c 95 7e bc 60 f6 b4 08 86 86 a0 98 f1 6b f2 ba 0d ff 00 0d 00 ff ff ff ff 90 00 3c 00 52 0e 00 42 00 46 6d f5 84 da f0 9a 77 79 a0 a1 08 90 c2 9c 9d 60 f2 99 f5 77 08 b4 a0 9c a0 99 8c 7e 44 0d ff 00 02 03 00 02 22 06 02 10 30 c5 1f 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 60 f2 99 f5 77 b4 9c 9d b4 46 08 d7 c6 d5 3f f0 c1 6d f8 b3 98 bd 93 84 99 08 a4 f1 2d f5 7f 21 f0 d1 21 f0 d1 8a 98 82 bd c2 93 43 08 b4 79 21 92 b0 c2 9f 7a ba 43 0d ff 00 0d 00 ff ff ff ff b0 00 28 00 52 0e 00 41 00 75 a0 46 21 6d f5 84 da f0 c1 8c bd 9a 08 ba f0 bb f0 9d 9c bd c2 99 8c 7e 46 44 0d ff 00 0d 00 ff ff ff ff b0 00 50 00 81 0e 00 7f 00 46 90 79 8b b5 9f 7a ba 43 08 90 be 82 bb 77 db 3c f0 3c f0 3a f0 d2 99 08 ca cf d7 c6 e7 c5 3a f0 d2 9c 08 30 f6 a5 93 95 98 86 9a 93 ba 43 0d ff 00 0d 00 ff ff ff ff d0 00 3c 00 52 0e 00 3c 00 a5 95 82 bc 8a b0 8a 92 46 08 99 b4 46 21 51 b9 f1 82 bb 77 a1 08 b6 95 98 b1 92 77 bb f0 b4 8a b0 8c 9f 46 0d ff 00 02 03 00 05 22 06 03 10 30 0e 20 0d 00 ff ff ff ff e0 00 3c 00 81 0e 00 7f 00 b0 21 9a 9d 7e 82 bb f0 a3 f1 80 f0 be 98 08 32 f0 e2 3d f0 c1 52 f5 95 98 b1 9c 43 08 80 95 9a 7b f0 7e bd 8f 21 90 79 8c bc b5 43 0d ff 00 02 02 05 00 05 00 00 4a 01 41 00 05 00 06 00 00 c6 02 41 00 10 30 f2 21 03 00 02 22 06 01 10 30 86 20 0d 00 ff ff ff ff a0 00 3c 00 81 0e 00 7f 00 7d 77 7d 77 21 75 c2 92 bb 46 08 90 a0 7d bc f4 94 b5 c2 6b f2 be 98 08 dc f2 9d 80 f0 bd bb f0 7e ba 46 0d ff 00 0d 00 ff ff ff ff 60 00 28 00 62 0e 00 46 00 7d bc f4 94 b5 c2 46 08 78 f4 46 99 8c 7e 44 0d ff 00 02 03 00 02 22 06 02 10 30 9c 21 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 7f 00 7d bc f4 94 b5 c2 80 f3 46 f7 93 08 58 46 f7 83 bb 77 7e 44 08 6d f5 b1 f0 9d 88 f0 80 f0 bc 8c bd a0 a1 08 77 82 bb 9c c2 99 b4 df f0 8c 81 93 bf 43 0d ff 00 0d 00 ff ff ff ff e0 00 50 00 62 0e 00 4a 00 90 79 9c c2 99 8c 7e 44 08 78 f4 a0 9c f4 c2 99 77 92 28 f3 9d a1 08 86 79 77 95 92 b4 a0 7f 90 f0 7e 95 92 a0 99 08 82 c0 8a 82 a1 ec f1 bb 9c 77 a0 99 8c 46 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00 81 0e 00 7f 00 b6 b3 9a 84 21 86 86 9d 80 f0 bd a0 a1 08 5d f0 7b f0 7f 21 f0 d1 e3 99 80 f3 c1 84 f4 79 a0 7e 46 08 90 be c1 7b f0 7e 95 98 7e bb 9d 8a 9c 43 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00 62 0e 00 46 00 ba 82 7b f0 7e bc b0 8e c2 7f 08 a4 f1 7c f0 8a 98 82 93 88 95 98 bd a0 99 8c 9f 09 0e 00 47 00 08 46 75 bc 7f 9a 79 87 89 77 b0 8c 0d ff 00 02 03 00 05 22 06 03 10 30 f1 21 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 7d 46 21 7d bc f4 94 b5 c2 9d 51 f6 9c c2 98 08 2e f4 c0 be bd 86 92 74 8a 98 9f 7a b6 08 90 79 21 7e 8a 86 b0 95 98 2e f4 c0 be bd 9a 08 b2 f4 be bd 8b b5 9f 7a 7e 46 0d ff 00 02 02 05 00 05 00 00 c6 02 41 00 10 30 cb 23 03 00 02 22 06 01 10 30 8f 22 0d 00 ff ff ff ff c0 00 50 00 81 0e 00 7f 00 7d 79 ba 21 77 bb 95 8a b5 77 47 43 08 cd 47 ea c1 ca f5 ab bf 43 08 cd f0 7f 8e e2 c6 db 43 21 9b 79 ba 08 21 f0 d1 e3 c1 8a 98 7e 9c 77 7e 42 0d ff 00 0d 00 ff ff ff ff d0 00 50 00
normalized_byte_class_rle,unknown_control,unknown_control,6d5b59741c67d0e0e9eb7d8393a303d7105c16401edf5228f1182d07dbb9ef77,byte-class RLE; see sample raw,1,322,322,0x2000,0x02112002,resource_tail,byte_class_only,same byte-class run structure; values are not interpreted,MEDIUM,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00532A96,02 03 00 02 22 06 02 10 30 6e 23 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 46 b6 bc 92 82 98 21 86 c2 9c 6c f4 da f0 08 b6 95 98 bd c0 84 8b b5 9c 77 a0 ba 08 41 f6 a0 8e 77 99 c8 f0 9d 88 f0 bb be 9f 7a c2 93 08 8a 7e 92 9f 7a c3 f4 79 92 b3 88 46 0d ff 00 0d 00 ff ff ff ff a0 00 28 00 42 0e 00 36 00 90 a0 4c f1 9d b5 88 95 80 08 5a f2 9d 96 f3 8a 90 79 93 95 92 8f 0d ff 00 0d 00 ff ff ff ff c0 00 50 00 81 0e 00 7f 00 90 46 21 90 79 7e 44 08 b0 74 21 86 c2 9c 9a 80 9d b5 08 62 f0 31 f3 88 f0 8a 98 21 a6 f0 8a a1 08 db e9 3e f0 db c4 f2 69 f4 8a 9c 77 9a 9c 43 07 0e 00 7f 00 ba 8a 21 62 f0 80 82 31 f5 c1 a2 f2 95 98 08 b4 79 4d f0 c4 f2 77 82 91 43 0d ff 00 02 03 00 05 22 06 03 10 30 ca 23 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7f 00 cc 3b f0 e4 21 77 bb 95 8a b5 47 77 e4 43 08 c4 3e f0 21 c4 3e f0 21 c4 3e f0 21 c4 3e f0 08 c4 3e f0 3a f0 da e2 c6 db 43 21 ba 88 86 77 08 9b 95 86 77 c4 3e f0 47 3a f0 da e2 c6 db e4 41 0d ff 00 02 02 02 00 00 00 00
