character,unicode,usage_count,categories
옷,U+C637,85,FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
옹,U+C639,2,NPC_DIALOGUE
옻,U+C63B,1,ITEM
와,U+C640,817,BATTLE_CHATTER;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SYSTEM
완,U+C644,176,BATTLE_HELP;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
왈,U+C648,2,ENEMY_ACTION
왓,U+C653,19,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
왔,U+C654,366,NPC_DIALOGUE;SCENARIO
왕,U+C655,105,ENEMY;ENEMY_ACTION;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
왜,U+C65C,369,ITEM;NPC_DIALOGUE;SCENARIO
왠,U+C660,252,ITEM;NPC_DIALOGUE;SCENARIO
외,U+C678,102,BATTLE_CHATTER;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
왼,U+C67C,3,ENEMY;NPC_DIALOGUE
요,U+C694,2285,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
욕,U+C695,52,NPC_DIALOGUE;SCENARIO
용,U+C6A9,305,BATTLE;BATTLE_HELP;ENEMY;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
우,U+C6B0,2160,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
욱,U+C6B1,31,ITEM;NPC_DIALOGUE
운,U+C6B4,680,BATTLE_CHATTER;BATTLE_HELP;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
울,U+C6B8,679,BATTLE_CHATTER;CHARACTER;ENEMY;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
움,U+C6C0,237,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
웁,U+C6C1,5,NPC_DIALOGUE
웃,U+C6C3,88,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
웅,U+C6C5,21,ITEM;NPC_DIALOGUE
워,U+C6CC,512,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SYSTEM
원,U+C6D0,342,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
월,U+C6D4,28,ENEMY_ACTION;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
웠,U+C6E0,110,NPC_DIALOGUE;SCENARIO
웨,U+C6E8,12,ENEMY_ACTION;NPC_DIALOGUE;SCENARIO
웩,U+C6E9,11,NPC_DIALOGUE;SCENARIO
웬,U+C6EC,10,ITEM;NPC_DIALOGUE
위,U+C704,607,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
윈,U+C708,42,ITEM;NPC_DIALOGUE;SCENARIO
윌,U+C70C,7,ENEMY_ACTION;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
윗,U+C717,1,NPC_DIALOGUE
윙,U+C719,2,ITEM;NPC_DIALOGUE
유,U+C720,1255,BATTLE_HELP;CHARACTER;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
육,U+C721,57,ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
윤,U+C724,1,ITEM
율,U+C728,69,ITEM;NPC_DIALOGUE
융,U+C735,2,NPC_DIALOGUE
으,U+C73C,2285,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
윽,U+C73D,37,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
은,U+C740,3655,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
을,U+C744,4323,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
음,U+C74C,1138,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
읍,U+C74D,5,NPC_DIALOGUE
읏,U+C74F,3,NPC_DIALOGUE
응,U+C751,395,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO
의,U+C758,3132,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
이,U+C774,9647,BATTLE;BATTLE_CHATTER;BATTLE_HELP;BATTLE_UI;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
익,U+C775,67,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
인,U+C778,1722,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
일,U+C77C,1617,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
읽,U+C77D,127,FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
잃,U+C783,78,NPC_DIALOGUE;SCENARIO
임,U+C784,131,BATTLE_CHATTER;BATTLE_HELP;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
입,U+C785,344,BATTLE;BATTLE_CHATTER;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
잇,U+C787,24,NPC_DIALOGUE;SCENARIO
있,U+C788,3740,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
잉,U+C789,1,ENEMY
잊,U+C78A,126,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
잎,U+C78E,3,NPC_DIALOGUE
자,U+C790,2321,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
작,U+C791,391,BATTLE;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
잔,U+C794,110,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
잖,U+C796,1064,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
잘,U+C798,501,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
잠,U+C7A0,252,BATTLE_CHATTER;ENEMY;ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO
잡,U+C7A1,174,ITEM;NPC_DIALOGUE;SCENARIO
잣,U+C7A3,8,NPC_DIALOGUE;SCENARIO
장,U+C7A5,2426,BATTLE_CHATTER;BATTLE_HELP;BATTLE_UI;ENEMY;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL_EFFECT;STATUS;SYSTEM
재,U+C7AC,269,BATTLE_CHATTER;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
잭,U+C7AD,13,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
쟁,U+C7C1,29,ENEMY;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
저,U+C800,2964,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
적,U+C801,617,BATTLE;BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
전,U+C804,1138,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
절,U+C808,220,BATTLE;BATTLE_CHATTER;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
젊,U+C80A,66,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
점,U+C810,212,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
접,U+C811,105,BATTLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL_EFFECT;SYSTEM
젓,U+C813,1,NPC_DIALOGUE
정,U+C815,1687,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
젖,U+C816,3,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
제,U+C81C,1258,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
젠,U+C820,284,BATTLE_CHATTER;BATTLE_HELP;NPC_DIALOGUE;SCENARIO
젤,U+C824,2,ITEM;MAGIC
젯,U+C82F,11,NPC_DIALOGUE;SCENARIO
져,U+C838,395,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO
졌,U+C84C,174,ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
조,U+C870,828,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
족,U+C871,292,FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
존,U+C874,271,ENEMY;FIELD_TABLE;NPC_DIALOGUE;SCENARIO
졸,U+C878,18,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
좀,U+C880,255,BATTLE_CHATTER;BATTLE_HELP;NPC_DIALOGUE;SCENARIO
좁,U+C881,2,NPC_DIALOGUE
종,U+C885,189,ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
좇,U+C887,9,NPC_DIALOGUE;SCENARIO
좋,U+C88B,1030,BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO
좌,U+C88C,11,ENEMY_ACTION;NPC_DIALOGUE
죄,U+C8C4,59,NPC_DIALOGUE;SCENARIO
죠,U+C8E0,263,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
주,U+C8FC,1297,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
죽,U+C8FD,308,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
준,U+C900,216,BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO;SKILL
줄,U+C904,375,ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO
줌,U+C90C,67,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
줍,U+C90D,4,BATTLE_HELP;FIELD_TABLE;NPC_DIALOGUE
줏,U+C90F,3,NPC_DIALOGUE
중,U+C911,503,BATTLE_CHATTER;BATTLE_HELP;ENEMY;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
줘,U+C918,457,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;NPC_DIALOGUE;SCENARIO
줬,U+C92C,105,NPC_DIALOGUE;SCENARIO
쥐,U+C950,22,NPC_DIALOGUE;SCENARIO
쥔,U+C954,3,NPC_DIALOGUE
즈,U+C988,18,ENEMY;ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
즉,U+C989,14,ITEM;NPC_DIALOGUE
즌,U+C98C,11,ENEMY_ACTION;ITEM;MAGIC
즐,U+C990,86,ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
즘,U+C998,64,BATTLE_HELP;NPC_DIALOGUE
증,U+C99D,74,BATTLE_CHATTER;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
지,U+C9C0,6967,BATTLE_CHATTER;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
직,U+C9C1,532,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
진,U+C9C4,957,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
질,U+C9C8,340,BATTLE_CHATTER;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;STATUS;SYSTEM
짊,U+C9CA,15,NPC_DIALOGUE
짐,U+C9D0,50,FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
집,U+C9D1,350,BATTLE_CHATTER;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
짓,U+C9D3,128,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
징,U+C9D5,34,ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO
짖,U+C9D6,4,NPC_DIALOGUE
짙,U+C9D9,5,ITEM;MAGIC;NPC_DIALOGUE
짚,U+C9DA,8,ITEM;NPC_DIALOGUE;SCENARIO
짜,U+C9DC,205,BATTLE_CHATTER;ITEM;NPC_DIALOGUE;SCENARIO
짝,U+C9DD,69,NPC_DIALOGUE;SCENARIO
짠,U+C9E0,5,ITEM;NPC_DIALOGUE;SCENARIO
짧,U+C9E7,9,NPC_DIALOGUE;SCENARIO
짱,U+C9F1,6,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
째,U+C9F8,59,NPC_DIALOGUE;SCENARIO;SYSTEM
쨌,U+CA0C,42,NPC_DIALOGUE;SCENARIO
쩌,U+CA4C,50,NPC_DIALOGUE;SCENARIO
쩍,U+CA4D,14,NPC_DIALOGUE
쩐,U+CA50,2,NPC_DIALOGUE
쩔,U+CA54,62,NPC_DIALOGUE;SCENARIO
쩜,U+CA5C,1,SCENARIO
쩡,U+CA61,16,NPC_DIALOGUE
쪄,U+CA84,7,NPC_DIALOGUE;SCENARIO
쪘,U+CA98,1,NPC_DIALOGUE
쪼,U+CABC,3,NPC_DIALOGUE;SCENARIO
쪽,U+CABD,302,BATTLE_CHATTER;BATTLE_HELP;ENEMY;FIELD_TABLE;NPC_DIALOGUE;SCENARIO;SYSTEM
쫓,U+CAD3,22,NPC_DIALOGUE;SCENARIO
쬔,U+CB14,1,ITEM
쭈,U+CB48,1,SCENARIO
쭉,U+CB49,14,NPC_DIALOGUE
쭐,U+CB50,3,BATTLE_HELP;NPC_DIALOGUE;SCENARIO
쭙,U+CB59,1,NPC_DIALOGUE
쭤,U+CB64,5,NPC_DIALOGUE
쯤,U+CBE4,109,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
쯧,U+CBE7,5,NPC_DIALOGUE
찌,U+CC0C,18,MAGIC;NPC_DIALOGUE;SCENARIO;SKILL
찍,U+CC0D,26,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
찔,U+CC14,3,BATTLE_HELP;NPC_DIALOGUE
찜,U+CC1C,1,SCENARIO
찝,U+CC1D,6,NPC_DIALOGUE
찡,U+CC21,1,NPC_DIALOGUE
찢,U+CC22,7,NPC_DIALOGUE;SCENARIO
차,U+CC28,359,BATTLE_CHATTER;BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
착,U+CC29,149,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;STATUS;SYSTEM
찬,U+CC2C,92,BATTLE_CHATTER;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
찮,U+CC2E,372,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
찰,U+CC30,11,BATTLE_HELP;NPC_DIALOGUE
참,U+CC38,254,BATTLE_CHATTER;BATTLE_HELP;BATTLE_UI;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
찻,U+CC3B,33,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
찼,U+CC3C,17,NPC_DIALOGUE;SCENARIO
창,U+CC3D,68,EQUIPMENT;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
찾,U+CC3E,325,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
채,U+CC44,90,FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
책,U+CC45,99,FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SYSTEM
챘,U+CC58,2,NPC_DIALOGUE;SCENARIO
챙,U+CC59,12,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
처,U+CC98,473,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
척,U+CC99,44,BATTLE_HELP;ENEMY;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
천,U+CC9C,206,BATTLE_HELP;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SKILL
철,U+CCA0,105,ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
첨,U+CCA8,6,NPC_DIALOGUE;SCENARIO
첫,U+CCAB,58,NPC_DIALOGUE;SCENARIO;SYSTEM
청,U+CCAD,228,BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
체,U+CCB4,380,BATTLE;BATTLE_HELP;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
쳇,U+CCC7,67,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO
쳐,U+CCD0,241,BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SCENARIO;SKILL
쳤,U+CCE4,50,BATTLE;NPC_DIALOGUE;SCENARIO
초,U+CD08,132,ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
촉,U+CD09,20,NPC_DIALOGUE;SCENARIO
촌,U+CD0C,18,FIELD;FIELD_RUNTIME;FIELD_TABLE;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
촙,U+CD19,1,SCENARIO
총,U+CD1D,5,NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
최,U+CD5C,170,BATTLE_CHATTER;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;STATUS;SYSTEM
추,U+CD94,200,BATTLE_CHATTER;BATTLE_HELP;EQUIPMENT;FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO;SKILL_EFFECT;SYSTEM
축,U+CD95,55,ITEM;NPC_DIALOGUE;SCENARIO
춘,U+CD98,15,NPC_DIALOGUE;SCENARIO
출,U+CD9C,125,ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SYSTEM
춤,U+CDA4,9,BATTLE;ENEMY_ACTION;NPC_DIALOGUE;SYSTEM
춥,U+CDA5,15,NPC_DIALOGUE
충,U+CDA9,60,BATTLE_CHATTER;ENEMY_ACTION;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL
춰,U+CDB0,35,BATTLE_CHATTER;NPC_DIALOGUE;SCENARIO;SYSTEM
췄,U+CDC4,2,NPC_DIALOGUE
췌,U+CDCC,1,NPC_DIALOGUE
취,U+CDE8,70,FIELD_TABLE;ITEM;NPC_DIALOGUE;SCENARIO
츠,U+CE20,186,ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
측,U+CE21,3,NPC_DIALOGUE
층,U+CE35,21,FIELD_TABLE;NPC_DIALOGUE;SCENARIO
치,U+CE58,471,BATTLE_CHATTER;BATTLE_HELP;BATTLE_UI;ENEMY;ENEMY_ACTION;EQUIPMENT;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;STATUS;SYSTEM
칙,U+CE59,21,NPC_DIALOGUE;SCENARIO
친,U+CE5C,223,BATTLE_HELP;ENEMY;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
칠,U+CE60,79,ITEM;NPC_DIALOGUE;SCENARIO
침,U+CE68,170,BATTLE_CHATTER;FIELD_TABLE;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
칫,U+CE6B,1,NPC_DIALOGUE
칭,U+CE6D,16,BATTLE_UI;ITEM;NPC_DIALOGUE;SCENARIO
카,U+CE74,324,BATTLE_CHATTER;ENEMY;ENEMY_ACTION;FIELD_TABLE;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SKILL_EFFECT;SYSTEM
칸,U+CE78,3,ENEMY_ACTION;EQUIPMENT;SYSTEM
칼,U+CE7C,17,ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
캉,U+CE89,1,SCENARIO
캐,U+CE90,10,ENEMY_ACTION;EQUIPMENT;NPC_DIALOGUE;SYSTEM
캔,U+CE94,73,BATTLE;BATTLE_CHATTER;BATTLE_HELP;ITEM;NPC_DIALOGUE;SKILL_EFFECT
캠,U+CEA0,6,NPC_DIALOGUE
캡,U+CEA1,2,NPC_DIALOGUE;SKILL
캬,U+CEAC,1,NPC_DIALOGUE
커,U+CEE4,75,BATTLE_HELP;ENEMY_ACTION;EQUIPMENT;FIELD_TABLE;NPC_DIALOGUE;SCENARIO;SYSTEM
컥,U+CEE5,1,NPC_DIALOGUE
컨,U+CEE8,10,NPC_DIALOGUE;SCENARIO
컬,U+CEEC,22,BATTLE;BATTLE_HELP;ITEM;NPC_DIALOGUE;SYSTEM
컴,U+CEF4,1,NPC_DIALOGUE
컷,U+CEF7,32,NPC_DIALOGUE;SCENARIO
컸,U+CEF8,2,NPC_DIALOGUE
케,U+CF00,131,ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO
켈,U+CF08,60,BATTLE_CHATTER;ENEMY;NPC_DIALOGUE;SCENARIO
켓,U+CF13,12,FIELD_TABLE;NPC_DIALOGUE
켜,U+CF1C,171,BATTLE_CHATTER;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SKILL;SYSTEM
켰,U+CF30,16,NPC_DIALOGUE;SCENARIO
코,U+CF54,96,ENEMY;ENEMY_ACTION;ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL
콕,U+CF55,1,NPC_DIALOGUE
콘,U+CF58,7,ENEMY;ITEM;NPC_DIALOGUE;SCENARIO
콜,U+CF5C,10,ENEMY_ACTION;ITEM;NPC_DIALOGUE;SCENARIO
콤,U+CF64,54,BATTLE;BATTLE_HELP;BATTLE_UI;ITEM;NPC_DIALOGUE;SCENARIO;SKILL_EFFECT;STATUS;SYSTEM
콧,U+CF67,7,NPC_DIALOGUE;SCENARIO
콩,U+CF69,63,NPC_DIALOGUE;SCENARIO
콰,U+CF70,1,NPC_DIALOGUE
쾅,U+CF85,7,NPC_DIALOGUE;SCENARIO
쾌,U+CF8C,12,ITEM;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO
쿠,U+CFE0,101,ENEMY;ENEMY_ACTION;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;SCENARIO;SYSTEM
쿵,U+CFF5,3,NPC_DIALOGUE;SCENARIO
퀘,U+D018,1,ITEM
퀴,U+D034,23,ENEMY_ACTION;FIELD_TABLE;NPC_DIALOGUE
퀸,U+D038,1,ITEM
퀼,U+D03C,1,ITEM
큐,U+D050,18,ENEMY_ACTION;ITEM;MAGIC;NPC_DIALOGUE
크,U+D06C,481,BATTLE;BATTLE_HELP;ENEMY;ENEMY_ACTION;EQUIPMENT;FIELD;FIELD_RUNTIME;FIELD_TABLE;ITEM;MAGIC;NPC_DIALOGUE;NPC_SPEAKER_NAME;SCENARIO;SKILL;SYSTEM
