character,unicode,custom_code,original_code,glyph_slot,metric_donor_index,append_ordinal,logical_glyph_index,mapping_status,source
판,U+D310,0xa1ad,0x8ebf,1109,85,683,1109,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
팔,U+D314,0xa3d4,0x9095,1184,85,684,1184,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
팡,U+D321,0xa3d5,0x919f,1229,85,685,1229,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
패,U+D328,0xa1ae,0x9474,1332,85,686,1332,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
팽,U+D33D,0xa3d6,0x94e4,1358,85,687,1358,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
퍼,U+D37C,0xa3d7,0x95a5,1381,85,688,1381,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
펌,U+D38C,0xa3d8,0x95d7,1393,85,689,1393,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
페,U+D398,0xa3d9,0x8faa,1507,85,690,1507,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
펜,U+D39C,0xa3da,0x97a5,1543,85,691,1543,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
편,U+D3B8,0xa3db,0x97aa,1546,85,692,1546,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
평,U+D3C9,0xa3dc,0x96ce,1548,85,693,1548,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
포,U+D3EC,0xa1af,0x974a,1635,85,694,1635,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
폭,U+D3ED,0xa3dd,0x8da6,1647,85,695,1647,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
표,U+D45C,0xa1b0,0x977d,1665,85,696,1665,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
푸,U+D478,0xa3de,0x8f8e,1672,85,697,1672,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
푼,U+D47C,0xa3df,0x8a54,1687,85,698,1687,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
풀,U+D480,0xa3e0,0x8b54,1706,85,699,1706,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
품,U+D488,0xa1b1,0x919e,1712,85,700,1712,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
풍,U+D48D,0xa3e1,0x8d45,1727,85,701,1727,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
프,U+D504,0xa3e2,0x8e41,1742,85,702,1742,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
플,U+D50C,0xa1b2,0x92e4,1764,85,703,1764,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
피,U+D53C,0xa1b3,0x8367,169,85,704,169,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
핀,U+D540,0xa3e3,0x959a,1777,85,705,1777,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
필,U+D544,0xa1b4,0x95b4,1793,85,706,1793,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
하,U+D558,0xa1b5,0x82ac,65,85,707,65,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
학,U+D559,0xa3e4,0x8ca6,1839,85,708,1839,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
한,U+D55C,0xa1b6,0x82c6,90,85,709,90,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
할,U+D560,0xa1b7,0x834a,141,85,710,141,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
함,U+D568,0xa1b8,0x8c5f,1905,85,711,1905,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
합,U+D569,0xa1b9,0x8946,1907,85,712,1907,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
핫,U+D56B,0xa3e5,0x9385,2083,85,713,2083,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
항,U+D56D,0xa1ba,0x8c6a,2090,85,714,2090,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
해,U+D574,0xa1bb,0x82bf,84,85,715,84,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
했,U+D588,0xa1bc,0x835c,159,85,716,159,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
행,U+D589,0xa1bd,0x8342,133,85,717,133,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
향,U+D5A5,0xa3e6,0x875d,2212,85,718,2212,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
허,U+D5C8,0xa3e7,0x9181,367,85,719,367,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
헌,U+D5CC,0xa3e8,0x93a6,417,85,720,417,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
험,U+D5D8,0xa3e9,0x8fa5,421,85,721,421,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
헤,U+D5E4,0xa3ea,0x8969,612,85,722,612,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
헥,U+D5E5,0xa3eb,0x8bc6,633,85,723,633,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
헬,U+D5EC,0xa3ec,0x8b4c,693,85,724,693,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
혀,U+D600,0xa3ed,0x9077,769,85,725,769,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
현,U+D604,0xa3ee,0x899e,774,85,726,774,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
혈,U+D608,0xa3ef,0x904b,836,85,727,836,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
혔,U+D614,0xa3f0,0x896a,878,85,728,878,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
형,U+D615,0xa1be,0x89e4,905,85,729,905,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
혜,U+D61C,0xa3f1,0x8a51,912,85,730,912,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
호,U+D638,0xa3f2,0x8ab5,925,85,731,925,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
혹,U+D639,0xa3f3,0x8ba3,970,85,732,970,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
혼,U+D63C,0xa1bf,0x8c57,996,85,733,996,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
홀,U+D640,0xa3f4,0x8dd3,1065,85,734,1065,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
홍,U+D64D,0xa3f5,0x8dd5,1066,85,735,1066,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
화,U+D654,0xa1c0,0x8f4f,1129,85,736,1129,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
확,U+D655,0xa1c1,0x8fc6,1154,85,737,1154,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
환,U+D658,0xa1c2,0x9044,1169,85,738,1169,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
활,U+D65C,0xa3f6,0x908c,1183,85,739,1183,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
황,U+D669,0xa1c3,0x90be,1194,85,740,1194,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
회,U+D68C,0xa1c4,0x836a,172,85,741,172,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
횡,U+D6A1,0xa3f7,0x90e8,1204,85,742,1204,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
효,U+D6A8,0xa1c5,0x9163,1210,85,743,1210,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
후,U+D6C4,0xa1c6,0x916d,1213,85,744,1213,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
훔,U+D6D4,0xa3f8,0x93a5,1312,85,745,1312,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
휘,U+D718,0xa3f9,0x95b6,1383,85,746,1383,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
휩,U+D729,0xa3fa,0x95f6,1397,85,747,1397,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
휴,U+D734,0xa3fb,0x97de,1469,85,748,1469,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
흉,U+D749,0xa3fc,0x9472,1601,85,749,1601,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
흐,U+D750,0xa440,0x8fa7,1683,85,750,1683,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
흑,U+D751,0xa441,0x8fae,1686,85,751,1686,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
흘,U+D758,0xa442,0x8181,1689,85,752,1689,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
히,U+D788,0xa1c7,0x8373,181,85,753,181,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
힌,U+D78C,0xa1c8,0x92a0,1728,85,754,1728,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
힐,U+D790,0xa443,0x92c1,1744,85,755,1744,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
힘,U+D798,0xa444,0x94a4,1765,85,756,1765,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쌈,U+C308,0xa445,0x8e6c,1766,85,757,1766,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
흡,U+D761,0xa446,0x8bd5,1805,85,758,1805,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
즉,U+C989,0xa447,0x8da8,1893,85,759,1893,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
률,U+B960,0xa448,0x9843,1943,85,760,1943,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
넉,U+B109,0xa449,0x93e7,1975,85,761,1975,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
횟,U+D69F,0xa44a,0x9489,2055,85,762,2055,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
획,U+D68D,0xa44b,0x8c97,2120,85,763,2120,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
퇴,U+D1F4,0xa44c,0x9091,2191,85,764,2191,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
갓,U+AC13,0xa44d,0x9553,1366,85,765,1366,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
놈,U+B188,0xa44e,0x9862,244,85,766,244,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
돔,U+B3D4,0xa44f,0x9853,340,85,767,340,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
렉,U+B809,0xa450,0x9383,348,85,768,348,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
맨,U+B9E8,0xa451,0x90d4,378,85,769,378,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
뱀,U+BC40,0xa452,0x91a6,380,85,770,380,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
빅,U+BE45,0xa453,0x93cb,609,85,771,609,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
빗,U+BE57,0xa454,0x8aaf,635,85,772,635,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
썬,U+C36C,0xa455,0x89c5,899,85,773,899,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
엠,U+C5E0,0xa456,0x8add,938,85,774,938,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
왼,U+C67C,0xa457,0x8de2,1072,85,775,1072,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
잉,U+C789,0xa458,0x8ef6,1122,85,776,1122,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
쟁,U+C7C1,0xa459,0x8fb5,1152,85,777,1152,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
켈,U+CF08,0xa45a,0x91dd,1239,85,778,1239,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
퀴,U+D034,0xa45b,0x92e0,1279,85,779,1279,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
킹,U+D0B9,0xa45c,0x9589,1377,85,780,1377,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
톨,U+D1A8,0xa45d,0x96ba,1423,85,781,1423,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
틸,U+D2F8,0xa45e,0x984f,1481,85,782,1481,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
폰,U+D3F0,0xa45f,0x97ea,1583,85,783,1583,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
풋,U+D48B,0xa460,0x89b8,1584,85,784,1584,TESTED_BASE,build/central-runtime-cumulative-v15/font-config.json
ㄴ,U+3134,0xa461,0x8d93,1634,85,785,1634,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
갇,U+AC07,0xa462,0x91d8,1740,85,786,1740,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
값,U+AC12,0xa463,0x8a44,1812,85,787,1812,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
갛,U+AC1B,0xa464,0x8edc,1832,85,788,1832,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
객,U+AC1D,0xa465,0x8d84,1837,85,789,1837,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
갱,U+AC31,0xa466,0x8183,1872,85,790,1872,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
갸,U+AC38,0xa467,0xe081,1897,85,791,1897,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
걀,U+AC40,0xa468,0x8a50,1939,85,792,1939,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
걔,U+AC54,0xa469,0x9762,2194,85,793,2194,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
걷,U+AC77,0xa46a,0x9144,324,85,794,324,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
겉,U+AC89,0xa46b,0x8c94,326,85,795,326,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
겍,U+AC8D,0xa46c,0x8bdf,495,85,796,495,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
겐,U+AC90,0xa46d,0x8d67,607,85,797,607,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
겪,U+ACAA,0xa46e,0x8dae,684,85,798,684,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
겸,U+ACB8,0xa46f,0x9560,761,85,799,761,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
겼,U+ACBC,0xa470,0x89e6,784,85,800,784,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
곁,U+ACC1,0xa471,0x8ae8,841,85,801,841,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
곗,U+ACD7,0xa472,0x8a69,851,85,802,851,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
곧,U+ACE7,0xa473,0x8ab4,924,85,803,924,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
곯,U+ACEF,0xa474,0x8b8e,965,85,804,965,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
곰,U+ACF0,0xa475,0x8c50,994,85,805,994,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
곱,U+ACF1,0xa476,0x8c8a,1009,85,806,1009,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
곶,U+ACF6,0xa477,0x8db2,1056,85,807,1056,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
곽,U+ACFD,0xa478,0x8dc0,1059,85,808,1059,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
괘,U+AD18,0xa479,0x8dd0,1064,85,809,1064,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
굉,U+AD49,0xa47a,0x8f94,1144,85,810,1144,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
굳,U+AD73,0xa47b,0x91b9,1235,85,811,1235,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
굵,U+AD75,0xa47c,0x928b,1264,85,812,1264,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
굶,U+AD76,0xa47d,0x9446,1320,85,813,1320,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
굼,U+AD7C,0xa47e,0x9744,1435,85,814,1435,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
궂,U+AD82,0xa480,0x984c,1480,85,815,1480,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
궈,U+AD88,0xa481,0x936a,1579,85,816,1579,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
귈,U+ADC8,0xa482,0x8aab,1595,85,817,1595,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
귐,U+ADD0,0xa483,0x967c,1645,85,818,1645,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
균,U+ADE0,0xa484,0x9863,1669,85,819,1669,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
귤,U+ADE4,0xa485,0x92c6,1747,85,820,1747,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
긁,U+AE01,0xa486,0x8d8e,1884,85,821,1884,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
긋,U+AE0B,0xa487,0x8db4,1898,85,822,1898,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
긍,U+AE0D,0xa488,0x8bd0,2007,85,823,2007,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
김,U+AE40,0xa489,0x938d,2052,85,824,2052,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
깊,U+AE4A,0xa48a,0x8c8d,2203,85,825,2203,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
깔,U+AE54,0xa48b,0x8757,2206,85,826,2206,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
깝,U+AE5D,0xa48c,0x96c1,1822,85,827,1822,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
깡,U+AE61,0xa48d,0x91c5,375,85,828,375,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
깥,U+AE65,0xa48e,0x96da,479,85,829,479,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꺄,U+AE84,0xa48f,0x8ff3,501,85,830,501,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꺅,U+AE85,0xa490,0x8ef1,524,85,831,524,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꺽,U+AEBD,0xa491,0x8f61,554,85,832,554,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꺾,U+AEBE,0xa492,0x8f49,579,85,833,579,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
껑,U+AED1,0xa493,0x927c,616,85,834,616,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
껴,U+AEF4,0xa494,0x8e85,642,85,835,642,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꼈,U+AF08,0xa495,0x9785,731,85,836,731,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꼼,U+AF3C,0xa496,0x91e6,848,85,837,848,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꼽,U+AF3D,0xa497,0x88e7,868,85,838,868,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꽁,U+AF41,0xa498,0x897a,884,85,839,884,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꽂,U+AF42,0xa499,0x8bd9,985,85,840,985,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꽉,U+AF49,0xa49a,0x8c65,1000,85,841,1000,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꽥,U+AF65,0xa49b,0x8cab,1019,85,842,1019,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꾀,U+AF80,0xa49c,0x8cbe,1022,85,843,1022,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꾹,U+AFB9,0xa49d,0x8ed7,1117,85,844,1117,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꿀,U+AFC0,0xa49e,0x8f5a,1132,85,845,1132,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꿉,U+AFC9,0xa49f,0x918b,1223,85,846,1223,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꿎,U+AFCE,0xa4a0,0x9372,1294,85,847,1294,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꿔,U+AFD4,0xa4a1,0x9491,1336,85,848,1336,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
꿨,U+AFE8,0xa4a2,0x9492,1337,85,849,1337,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뀌,U+B00C,0xa4a3,0x9748,1437,85,850,1437,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뀐,U+B010,0xa4a4,0x97e7,1473,85,851,1473,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
끓,U+B053,0xa4a5,0x9cf0,1501,85,852,1501,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
끔,U+B054,0xa4a6,0x994e,1678,85,853,1678,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
끙,U+B059,0xa4a7,0x909f,1696,85,854,1696,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낄,U+B084,0xa4a8,0x8d6a,1745,85,855,1745,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낌,U+B08C,0xa4a9,0x8a99,1829,85,856,1829,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낑,U+B091,0xa4aa,0x8f8c,1914,85,857,1914,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낚,U+B09A,0xa4ab,0x9272,1949,85,858,1949,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낡,U+B0A1,0xa4ac,0x8758,2207,85,859,2207,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낫,U+B0AB,0xa4ad,0x935d,349,85,860,349,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낭,U+B0AD,0xa4ae,0x96ee,447,85,861,447,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낮,U+B0AE,0xa4af,0x97c7,465,85,862,465,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낯,U+B0AF,0xa4b0,0x93f5,508,85,863,508,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
낳,U+B0B3,0xa4b1,0x96cd,522,85,864,522,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
냈,U+B0C8,0xa4b2,0x95ef,679,85,865,679,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
넋,U+B10B,0xa4b3,0x89fc,908,85,866,908,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
넌,U+B10C,0xa4b4,0x8b78,959,85,867,959,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
널,U+B110,0xa4b5,0x8c5e,999,85,868,999,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
넙,U+B119,0xa4b6,0x8c7d,1005,85,869,1005,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
넛,U+B11B,0xa4b7,0x8da1,1053,85,870,1053,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
넜,U+B11C,0xa4b8,0x8e70,1089,85,871,1089,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
넨,U+B128,0xa4b9,0x8e97,1103,85,872,1103,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
넵,U+B135,0xa4ba,0x8f4b,1127,85,873,1127,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
넷,U+B137,0xa4bb,0x8fee,1165,85,874,1165,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
녁,U+B141,0xa4bc,0x9198,1226,85,875,1226,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
념,U+B150,0xa4bd,0x91e0,1241,85,876,1241,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
녔,U+B154,0xa4be,0x926b,1256,85,877,1256,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
놨,U+B1A8,0xa4bf,0x9496,1338,85,878,1338,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
뇨,U+B1E8,0xa4c0,0x9543,1364,85,879,1364,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
눕,U+B215,0xa4c1,0x9746,1436,85,880,1436,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
눠,U+B220,0xa4c2,0x9759,1442,85,881,1442,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
눴,U+B234,0xa4c3,0x9763,1447,85,882,1447,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
늉,U+B289,0xa4c4,0x91d9,1500,85,883,1500,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
늙,U+B299,0xa4c5,0x934f,1565,85,884,1565,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
늠,U+B2A0,0xa4c6,0x89d2,1597,85,885,1597,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
늦,U+B2A6,0xa4c7,0x8e9c,1661,85,886,1661,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
늪,U+B2AA,0xa4c8,0x8d6b,1746,85,887,1746,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
늬,U+B2AC,0xa4c9,0xe0a6,1808,85,888,1808,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
닐,U+B2D0,0xa4ca,0x8ded,1826,85,889,1826,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
닙,U+B2D9,0xa4cb,0x92ef,2025,85,890,2025,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
닥,U+B2E5,0xa4cc,0x97b7,325,85,891,325,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
닫,U+B2EB,0xa4cd,0x8c79,404,85,892,404,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
닭,U+B2ED,0xa4ce,0x94cd,560,85,893,560,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
닮,U+B2EE,0xa4cf,0x88cd,561,85,894,561,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
닳,U+B2F3,0xa4d0,0x9764,636,85,895,636,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
닷,U+B2F7,0xa4d1,0x8f8a,808,85,896,808,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
댁,U+B301,0xa4d2,0x8963,875,85,897,875,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
댈,U+B308,0xa4d3,0x8ca3,1016,85,898,1016,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
댓,U+B313,0xa4d4,0x8d90,1050,85,899,1050,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
댔,U+B314,0xa4d5,0x8e95,1102,85,900,1102,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
덕,U+B355,0xa4d6,0x8fc5,1153,85,901,1153,PROVISIONAL_FREE,build/central-runtime-cumulative-v15/font-config.json
