glyph_index_hex,applied_character,applied_confidence,applied_evidence,skj_evidence_note,user_draft_character,user_draft_confidence,user_draft_status,top50_character,top50_confidence,decision,occurrence_count
002B,：,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8146 -> G002B; scenario unresolved queue 2 occurrence(s).,:,HIGH,MANUAL_VISUAL_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
07A2,縦,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F63 -> G07A2; scenario unresolved queue 13 occurrence(s).,織,MEDIUM,MANUAL_VISUAL_DRAFT,織?,중간,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,13
07CA,熊,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C46 -> G07CA; scenario unresolved queue 4 occurrence(s).,壟,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,4
07D7,鍋,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 93E7 -> G07D7; scenario unresolved queue 6 occurrence(s).,鍋,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,6
0802,渉,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FC2 -> G0802; scenario unresolved queue 1 occurrence(s).,渉,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0803,玄,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CBA -> G0803; scenario unresolved queue 2 occurrence(s).,玄,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
0804,丁,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 929A -> G0804; scenario unresolved queue 3 occurrence(s).,了,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,3
0807,肖,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FD1 -> G0807; scenario unresolved queue 2 occurrence(s).,尚,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0819,虎,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CD5 -> G0819; scenario unresolved queue 1 occurrence(s).,虎,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0823,乙,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89B3 -> G0823; scenario unresolved queue 1 occurrence(s).,乙,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
083D,陶,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 93A9 -> G083D; scenario unresolved queue 9 occurrence(s).,胸,LOW,MANUAL_VISUAL_DRAFT,隅,높음,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,9
084B,妨,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9657 -> G084B; scenario unresolved queue 5 occurrence(s).,妨,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
0865,―,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 815C -> G0865; scenario unresolved queue 104 occurrence(s).,―,MEDIUM,MANUAL_VISUAL_DRAFT,―,높음,SUPPORTED_SKJ_AGREES_USER_DRAFT,104
0867,偵,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92E3 -> G0867; scenario unresolved queue 6 occurrence(s).,倶,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,6
0881,傑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C86 -> G0881; scenario unresolved queue 1 occurrence(s).,傑,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0888,需,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EF9 -> G0888; scenario unresolved queue 2 occurrence(s).,壽,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0896,筒,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 939B -> G0896; scenario unresolved queue 10 occurrence(s).,間,HIGH,MANUAL_VISUAL_DRAFT,向,높음,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,10
089A,猫,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 944C -> G089A; scenario unresolved queue 3 occurrence(s).,猫,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
08A0,腐,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9585 -> G08A0; scenario unresolved queue 2 occurrence(s).,腐,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
08A4,裸,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9787 -> G08A4; scenario unresolved queue 1 occurrence(s).,裸,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
08A5,猟,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97C2 -> G08A5; scenario unresolved queue 2 occurrence(s).,猟,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
08A8,掟,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9D7C -> G08A8; scenario unresolved queue 5 occurrence(s).,掟,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
08B5,鐘,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FE0 -> G08B5; scenario unresolved queue 1 occurrence(s).,橦,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
