glyph_id,raw_bytes,occurrences,font_page,slot,recognized_char,grade,evidence,best_candidate_if_review,best_candidate_conf,ocr_alternatives,image_path,status_original
G05CC,3C F6,109,F6,0x05AC,葉,HIGH,jpn psm13 88.7,,,"葉(93,smooth_jpn_10)",glyph_G05CC.png,UNRESOLVED_UNICODE
G05CD,3D F6,77,F6,0x05AD,要,HIGH,jpn psm13 93.2,,,"要(93,nearest_jpn_13); に(39,threshold_jpn_10); ユ(0,smooth_jpn_10)",glyph_G05CD.png,UNRESOLVED_UNICODE
G05CE,3E F6,81,F6,0x05AE,欲,MEDIUM,jpn psm13 69.3,,,"欲(69,nearest_jpn_13); 人(0,smooth_jpn_10)",glyph_G05CE.png,UNRESOLVED_UNICODE
G05D0,40 F6,1,F6,0x05B0,絡,VISUAL_HIGH,glyph image manually checked,,,"緒(56,smooth_jpn_10); 絡(25,nearest_jpn_13)",glyph_G05D0.png,UNRESOLVED_UNICODE
G05D4,44 F6,139,F6,0x05B4,理,HIGH,jpn psm13 93.0,,,"理(93,nearest_jpn_13)",glyph_G05D4.png,UNRESOLVED_UNICODE
G05D7,47 F6,1,F6,0x05B7,,REVIEW,,南,82.9,"南(83,threshold_jpn_10); 庫(42,smooth_jpn_10); 慮(0,nearest_jpn_13)",glyph_G05D7.png,UNRESOLVED_UNICODE
G05D9,49 F6,84,F6,0x05B9,料,HIGH,"3 OCR votes, max 90.9",,,"料(91,smooth_jpn_10)",glyph_G05D9.png,UNRESOLVED_UNICODE
G05DA,4A F6,2,F6,0x05BA,涼,MEDIUM,jpn psm13 80.3,,,"涼(80,nearest_jpn_13); 泊(17,threshold_jpn_10); 沢(0,smooth_jpn_10)",glyph_G05DA.png,UNRESOLVED_UNICODE
G05DB,4B F6,3,F6,0x05BB,,REVIEW,,挟,0.0,"挟(0,nearest_jpn_13); 声(0,smooth_jpn_10)",glyph_G05DB.png,UNRESOLVED_UNICODE
G05DC,4C F6,10,F6,0x05BC,,REVIEW,,時,29.2,"時(29,smooth_jpn_10); 周(0,nearest_jpn_13); 還(0,threshold_jpn_10)",glyph_G05DC.png,UNRESOLVED_UNICODE
G05DE,4E F6,4,F6,0x05BE,令,MEDIUM,jpn psm13 84.9,,,"令(85,nearest_jpn_13); 古(14,threshold_jpn_10); 玉(2,smooth_jpn_10)",glyph_G05DE.png,UNRESOLVED_UNICODE
G05E1,51 F6,33,F6,0x05C1,礼,HIGH,jpn psm13 92.2,,,"礼(92,nearest_jpn_13)",glyph_G05E1.png,UNRESOLVED_UNICODE
G05E3,53 F6,5,F6,0x05C3,列,HIGH,jpn psm13 91.9,,,"列(92,nearest_jpn_13); 別(43,smooth_jpn_10)",glyph_G05E3.png,UNRESOLVED_UNICODE
G05E7,57 F6,37,F6,0x05C7,労,HIGH,jpn psm13 92.5,,,"労(93,nearest_jpn_13); プ(0,smooth_jpn_10)",glyph_G05E7.png,UNRESOLVED_UNICODE
G05EA,5A F6,19,F6,0x05CA,考,MEDIUM,jpn psm13 76.1,,,"老(93,smooth_jpn_10); 考(76,nearest_jpn_13)",glyph_G05EA.png,UNRESOLVED_UNICODE
G05EB,5B F6,45,F6,0x05CB,郎,HIGH,jpn psm13 92.7,,,"郎(93,nearest_jpn_13); ロ(36,smooth_jpn_10)",glyph_G05EB.png,UNRESOLVED_UNICODE
G05EC,5C F6,1,F6,0x05CC,録,HIGH,jpn psm13 90.9,,,"録(91,nearest_jpn_13)",glyph_G05EC.png,UNRESOLVED_UNICODE
G05F3,63 F6,20,F6,0x05D3,,REVIEW,,「,0.0,"「(0,nearest_jpn_13)",glyph_G05F3.png,UNRESOLVED_UNICODE
G05F4,64 F6,20,F6,0x05D4,」,HIGH,"3 OCR votes, max 89.4",,,"」(89,threshold_jpn_10)",glyph_G05F4.png,UNRESOLVED_UNICODE
G05F5,65 F6,1,F6,0x05D5,,REVIEW,,盲,22.3,"盲(22,nearest_jpn_13)",glyph_G05F5.png,UNRESOLVED_UNICODE
G05F6,66 F6,1,F6,0x05D6,裁,HIGH,jpn psm13 88.4,,,"裁(88,nearest_jpn_13)",glyph_G05F6.png,UNRESOLVED_UNICODE
G05F8,68 F6,1,F6,0x05D8,,REVIEW,,敏,59.8,"敏(60,nearest_jpn_13); 上(45,threshold_jpn_10); 本(28,smooth_jpn_10)",glyph_G05F8.png,UNRESOLVED_UNICODE
G05FA,6A F6,11,F6,0x05DA,悠,HIGH,jpn psm13 89.8,,,"悠(90,nearest_jpn_13)",glyph_G05FA.png,UNRESOLVED_UNICODE
G05FE,6E F6,4,F6,0x05DE,監,HIGH,"2 OCR votes, max 91.2",,,"監(91,threshold_jpn_10); と(32,smooth_jpn_10)",glyph_G05FE.png,UNRESOLVED_UNICODE
G05FF,6F F6,1,F6,0x05DF,請,HIGH,jpn psm13 91.8,,,"請(92,nearest_jpn_13); 講(7,smooth_jpn_10)",glyph_G05FF.png,UNRESOLVED_UNICODE
G0600,70 F6,21,F6,0x05E0,図,VISUAL_HIGH,glyph image manually checked,,,"図(43,nearest_jpn_13); 凶(23,threshold_jpn_10); 欠(0,smooth_jpn_10)",glyph_G0600.png,UNRESOLVED_UNICODE
G0604,74 F6,1,F6,0x05E4,,REVIEW,,励,49.0,"励(49,nearest_jpn_13); 盛(0,smooth_jpn_10)",glyph_G0604.png,UNRESOLVED_UNICODE
G0609,79 F6,3,F6,0x05E9,錯,MEDIUM,jpn psm13 70.5,,,"錯(71,nearest_jpn_13); 日(62,smooth_jpn_10); 証(0,threshold_jpn_10)",glyph_G0609.png,UNRESOLVED_UNICODE
G060B,7B F6,1,F6,0x05EB,洞,MEDIUM,jpn psm13 79.5,,,"泊(87,smooth_jpn_10); 洞(79,nearest_jpn_13); 回(2,threshold_jpn_10)",glyph_G060B.png,UNRESOLVED_UNICODE
G060D,7D F6,13,F6,0x05ED,,REVIEW,,と,0.0,"と(0,nearest_jpn_13); 密(0,smooth_jpn_10); 記(0,threshold_jpn_10)",glyph_G060D.png,UNRESOLVED_UNICODE
G060F,7F F6,5,F6,0x05EF,,REVIEW,,三,65.1,"三(65,threshold_jpn_10); 夫(0,nearest_jpn_13); 半(0,smooth_jpn_10)",glyph_G060F.png,UNRESOLVED_UNICODE
G0610,80 F6,15,F6,0x05F0,捧,HIGH,jpn psm13 89.0,,,"捧(89,nearest_jpn_13)",glyph_G0610.png,UNRESOLVED_UNICODE
G0613,83 F6,4,F6,0x05F3,徳,HIGH,jpn psm13 91.1,,,"徳(91,nearest_jpn_13)",glyph_G0613.png,UNRESOLVED_UNICODE
G0619,89 F6,15,F6,0x05F9,支,MEDIUM,jpn psm13 71.0,,,"支(71,nearest_jpn_13)",glyph_G0619.png,UNRESOLVED_UNICODE
G061B,8B F6,66,F6,0x05FB,緒,MEDIUM,jpn psm13 83.6,,,"緒(84,nearest_jpn_13)",glyph_G061B.png,UNRESOLVED_UNICODE
G061C,8C F6,2,F6,0x05FC,,REVIEW,,や,73.9,"や(74,smooth_jpn_10); 臣(49,nearest_jpn_13); 「(0,threshold_jpn_10)",glyph_G061C.png,UNRESOLVED_UNICODE
G061D,8D F6,10,F6,0x05FD,唄,HIGH,jpn psm13 89.3,,,"唄(89,nearest_jpn_13); 旧(0,smooth_jpn_10)",glyph_G061D.png,UNRESOLVED_UNICODE
G0624,94 F6,1,F6,0x0604,冥,HIGH,jpn psm13 86.1,,,"三(91,threshold_jpn_10); 冥(86,nearest_jpn_13); 計(0,smooth_jpn_10)",glyph_G0624.png,UNRESOLVED_UNICODE
G0627,97 F6,2,F6,0x0607,律,HIGH,jpn psm13 88.1,,,"律(93,smooth_jpn_10); 筆(54,threshold_jpn_10)",glyph_G0627.png,UNRESOLVED_UNICODE
G062A,9A F6,2,F6,0x060A,略,HIGH,"2 OCR votes, max 78.1",,,"略(78,nearest_jpn_13); を(31,smooth_jpn_10)",glyph_G062A.png,UNRESOLVED_UNICODE
G062B,9B F6,8,F6,0x060B,嘆,HIGH,jpn psm13 91.7,,,"嘆(92,nearest_jpn_13); 上(66,threshold_jpn_10)",glyph_G062B.png,UNRESOLVED_UNICODE
G062E,9E F6,5,F6,0x060E,奏,MEDIUM,"2 OCR votes, avg 38.4",,,"奏(44,nearest_jpn_13)",glyph_G062E.png,UNRESOLVED_UNICODE
G062F,9F F6,7,F6,0x060F,旦,HIGH,jpn psm13 85.8,,,"旦(86,nearest_jpn_13); 日(19,threshold_jpn_10)",glyph_G062F.png,UNRESOLVED_UNICODE
G0630,A0 F6,6,F6,0x0610,粒,HIGH,jpn psm13 87.5,,,"粒(87,nearest_jpn_13)",glyph_G0630.png,UNRESOLVED_UNICODE
G0631,A1 F6,2,F6,0x0611,淡,MEDIUM,jpn psm13 78.7,,,"淡(79,nearest_jpn_13); 注(0,smooth_jpn_10); 江(0,threshold_jpn_10)",glyph_G0631.png,UNRESOLVED_UNICODE
G0635,A5 F6,4,F6,0x0615,儲,HIGH,"2 OCR votes, max 82.7",,,"儲(83,nearest_jpn_13); 食(29,smooth_jpn_10)",glyph_G0635.png,UNRESOLVED_UNICODE
G0636,A6 F6,4,F6,0x0616,挨,HIGH,"3 OCR votes, max 74.3",,,"挨(74,smooth_jpn_10)",glyph_G0636.png,UNRESOLVED_UNICODE
G063F,AF F6,1,F6,0x061F,痴,HIGH,jpn psm13 91.6,,,"痴(92,nearest_jpn_13); 町(64,threshold_jpn_10); 癌(0,smooth_jpn_10)",glyph_G063F.png,UNRESOLVED_UNICODE
G0641,B1 F6,6,F6,0x0621,典,HIGH,"3 OCR votes, max 89.4",,,"典(89,smooth_jpn_10)",glyph_G0641.png,UNRESOLVED_UNICODE
G0643,B3 F6,2,F6,0x0623,,REVIEW,,貸,20.0,"貸(20,nearest_jpn_13)",glyph_G0643.png,UNRESOLVED_UNICODE
G0648,B8 F6,1,F6,0x0628,炒,HIGH,"2 OCR votes, max 79.3",,,"炒(79,nearest_jpn_13); 諸(0,threshold_jpn_10)",glyph_G0648.png,UNRESOLVED_UNICODE
G0649,B9 F6,3,F6,0x0629,,REVIEW,,脱,62.0,"脱(62,threshold_jpn_10); 腫(0,smooth_jpn_10)",glyph_G0649.png,UNRESOLVED_UNICODE
G064C,BC F6,5,F6,0x062C,易,MEDIUM,jpn psm13 82.4,,,"易(82,nearest_jpn_13); 三(12,smooth_jpn_10)",glyph_G064C.png,UNRESOLVED_UNICODE
G0654,C4 F6,1,F6,0x0634,朽,HIGH,jpn psm13 87.2,,,"朽(87,nearest_jpn_13); 配(65,smooth_jpn_10); 本(19,threshold_jpn_10)",glyph_G0654.png,UNRESOLVED_UNICODE
G0655,C5 F6,4,F6,0x0635,井,HIGH,jpn psm13 92.7,,,"井(93,nearest_jpn_13)",glyph_G0655.png,UNRESOLVED_UNICODE
G065D,CD F6,15,F6,0x063D,稼,VISUAL_HIGH,glyph image manually checked,,,"稼(64,nearest_jpn_13)",glyph_G065D.png,UNRESOLVED_UNICODE
G0660,D0 F6,19,F6,0x0640,虚,MEDIUM,jpn psm13 67.2,,,"庶(69,smooth_jpn_10); 虚(67,nearest_jpn_13)",glyph_G0660.png,UNRESOLVED_UNICODE
G0662,D2 F6,7,F6,0x0642,環,HIGH,jpn psm13 93.2,,,"環(93,nearest_jpn_13); 悦(0,smooth_jpn_10)",glyph_G0662.png,UNRESOLVED_UNICODE
G0669,D9 F6,1,F6,0x0649,,REVIEW,,ゴ,0.0,"ゴ(0,threshold_jpn_10)",glyph_G0669.png,UNRESOLVED_UNICODE
G066E,DE F6,2,F6,0x064E,,REVIEW,,狭,31.1,"狭(31,nearest_jpn_13)",glyph_G066E.png,UNRESOLVED_UNICODE
G0675,E5 F6,3,F6,0x0655,企,HIGH,jpn psm13 92.0,,,"企(92,nearest_jpn_13); 正(80,smooth_jpn_10)",glyph_G0675.png,UNRESOLVED_UNICODE
G0678,E8 F6,2,F6,0x0658,,REVIEW,,前,2.9,"前(3,threshold_jpn_10); 鐘(0,nearest_jpn_13)",glyph_G0678.png,UNRESOLVED_UNICODE
G067A,EA F6,3,F6,0x065A,,REVIEW,,遣,42.9,"遣(43,nearest_jpn_13); 遺(0,smooth_jpn_10); 皿(0,threshold_jpn_10)",glyph_G067A.png,UNRESOLVED_UNICODE
G067B,EB F6,4,F6,0x065B,唯,HIGH,jpn psm13 92.7,,,"唯(93,nearest_jpn_13)",glyph_G067B.png,UNRESOLVED_UNICODE
G067C,EC F6,4,F6,0x065C,,REVIEW,,固,17.8,"固(18,nearest_jpn_13); 妨(0,smooth_jpn_10)",glyph_G067C.png,UNRESOLVED_UNICODE
G067D,ED F6,6,F6,0x065D,,REVIEW,,斉,41.3,"斉(41,nearest_jpn_13); 計(0,smooth_jpn_10)",glyph_G067D.png,UNRESOLVED_UNICODE
G067F,EF F6,3,F6,0x065F,,REVIEW,,買,86.2,"買(86,smooth_jpn_10); 貿(16,nearest_jpn_13)",glyph_G067F.png,UNRESOLVED_UNICODE
G0682,22 F7,6,F7,0x0662,酷,MEDIUM,jpn psm13 68.8,,,"酷(69,nearest_jpn_13); 本(31,smooth_jpn_10)",glyph_G0682.png,UNRESOLVED_UNICODE
G0684,24 F7,2,F7,0x0664,旗,HIGH,jpn psm13 85.0,,,"旗(85,nearest_jpn_13); 上(53,smooth_jpn_10)",glyph_G0684.png,UNRESOLVED_UNICODE
G0685,25 F7,8,F7,0x0665,僕,HIGH,jpn psm13 89.7,,,"僕(90,nearest_jpn_13)",glyph_G0685.png,UNRESOLVED_UNICODE
G0686,26 F7,2,F7,0x0666,既,HIGH,jpn psm13 92.7,,,"既(93,nearest_jpn_13)",glyph_G0686.png,UNRESOLVED_UNICODE
G0687,27 F7,1,F7,0x0667,撲,MEDIUM,"2 OCR votes, avg 14.9",,,"撲(30,smooth_jpn_10)",glyph_G0687.png,UNRESOLVED_UNICODE
G068B,2B F7,1,F7,0x066B,,REVIEW,,愉,0.0,"愉(0,nearest_jpn_13)",glyph_G068B.png,UNRESOLVED_UNICODE
G068E,2E F7,9,F7,0x066E,孤,VISUAL_HIGH,glyph image manually checked,,,"孤(63,nearest_jpn_13)",glyph_G068E.png,UNRESOLVED_UNICODE
G068F,2F F7,15,F7,0x066F,恨,HIGH,jpn psm13 87.9,,,"恨(91,smooth_jpn_10)",glyph_G068F.png,UNRESOLVED_UNICODE
G0692,32 F7,4,F7,0x0672,戸,HIGH,jpn psm13 93.1,,,"戸(93,nearest_jpn_13); 品(49,smooth_jpn_10); ニ(0,threshold_jpn_10)",glyph_G0692.png,UNRESOLVED_UNICODE
G0696,36 F7,6,F7,0x0676,愚,VISUAL_HIGH,glyph image manually checked,,,"愚(24,nearest_jpn_13)",glyph_G0696.png,UNRESOLVED_UNICODE
G0699,39 F7,6,F7,0x0679,,REVIEW,,賠,0.0,"賠(0,nearest_jpn_13); 還(0,smooth_jpn_10); 固(0,threshold_jpn_10)",glyph_G0699.png,UNRESOLVED_UNICODE
G069C,3C F7,3,F7,0x067C,五,HIGH,jpn psm13 88.9,,,"五(89,nearest_jpn_13); 画(21,threshold_jpn_10)",glyph_G069C.png,UNRESOLVED_UNICODE
G06A0,40 F7,9,F7,0x0680,巡,VISUAL_HIGH,glyph image manually checked,,,"巡(0,nearest_jpn_13)",glyph_G06A0.png,UNRESOLVED_UNICODE
G06A2,42 F7,13,F7,0x0682,論,HIGH,jpn psm13 91.0,,,"論(91,nearest_jpn_13); 請(53,smooth_jpn_10)",glyph_G06A2.png,UNRESOLVED_UNICODE
G06A3,43 F7,6,F7,0x0683,辞,MEDIUM,jpn psm13 75.1,,,"辞(75,nearest_jpn_13)",glyph_G06A3.png,UNRESOLVED_UNICODE
G06A5,45 F7,4,F7,0x0685,垂,VISUAL_HIGH,glyph image manually checked,,,"ヨ(87,smooth_jpn_10); 走(68,threshold_jpn_10); 垂(32,nearest_jpn_13)",glyph_G06A5.png,UNRESOLVED_UNICODE
G06A6,46 F7,28,F7,0x0686,歳,HIGH,"2 OCR votes, max 83.2",,,"歳(83,nearest_jpn_13); 本(24,threshold_jpn_10)",glyph_G06A6.png,UNRESOLVED_UNICODE
G06AB,4B F7,7,F7,0x068B,叱,MEDIUM,"3 OCR votes, avg 58.5",,,"叱(68,threshold_jpn_10)",glyph_G06AB.png,UNRESOLVED_UNICODE
G06B1,51 F7,4,F7,0x0691,召,VISUAL_HIGH,glyph image manually checked,,,"召(30,nearest_jpn_13); 白(0,threshold_jpn_10)",glyph_G06B1.png,UNRESOLVED_UNICODE
G06B4,54 F7,4,F7,0x0694,,REVIEW,,料,56.5,"料(56,smooth_jpn_10); 「(4,threshold_jpn_10); 粋(0,nearest_jpn_13)",glyph_G06B4.png,UNRESOLVED_UNICODE
G06BB,5B F7,3,F7,0x069B,宗,MEDIUM,"2 OCR votes, avg 20.6",,,"崇(48,nearest_jpn_13); 宗(41,threshold_jpn_10)",glyph_G06BB.png,UNRESOLVED_UNICODE
G06C0,60 F7,6,F7,0x06A0,澄,VISUAL_HIGH,glyph image manually checked,,,"湯(33,smooth_jpn_10); 澄(9,nearest_jpn_13)",glyph_G06C0.png,UNRESOLVED_UNICODE
G06C2,62 F7,1,F7,0x06A2,是,VISUAL_HIGH,glyph image manually checked,,,"是(0,nearest_jpn_13); 二(0,smooth_jpn_10)",glyph_G06C2.png,UNRESOLVED_UNICODE
G06CE,6E F7,5,F7,0x06AE,嘱,VISUAL_HIGH,glyph image manually checked,,,"嘱(0,nearest_jpn_13); 過(0,smooth_jpn_10)",glyph_G06CE.png,UNRESOLVED_UNICODE
G06D1,71 F7,9,F7,0x06B1,,REVIEW,,較,0.0,"較(0,nearest_jpn_13); 賜(0,smooth_jpn_10); 贈(0,threshold_jpn_10)",glyph_G06D1.png,UNRESOLVED_UNICODE
G06D2,72 F7,9,F7,0x06B2,線,VISUAL_HIGH,glyph image manually checked,,,"繰(12,nearest_jpn_13)",glyph_G06D2.png,UNRESOLVED_UNICODE
G06D4,74 F7,1,F7,0x06B4,測,HIGH,jpn psm13 93.0,,,"測(93,nearest_jpn_13)",glyph_G06D4.png,UNRESOLVED_UNICODE
G06D5,75 F7,2,F7,0x06B5,析,HIGH,jpn psm13 90.4,,,"析(90,nearest_jpn_13)",glyph_G06D5.png,UNRESOLVED_UNICODE
G06D7,77 F7,1,F7,0x06B7,傾,HIGH,jpn psm13 87.8,,,"傾(92,smooth_jpn_10)",glyph_G06D7.png,UNRESOLVED_UNICODE
G06D8,78 F7,1,F7,0x06B8,譲,MEDIUM,jpn psm13 66.6,,,"譲(67,nearest_jpn_13); 中(33,threshold_jpn_10)",glyph_G06D8.png,UNRESOLVED_UNICODE
G06D9,79 F7,1,F7,0x06B9,揃,MEDIUM,jpn psm13 81.7,,,"揃(82,nearest_jpn_13); 抽(40,smooth_jpn_10)",glyph_G06D9.png,UNRESOLVED_UNICODE
G06DA,7A F7,12,F7,0x06BA,孫,VISUAL_HIGH,glyph image manually checked,,,"孫(0,nearest_jpn_13); 老(0,smooth_jpn_10)",glyph_G06DA.png,UNRESOLVED_UNICODE
G06DC,7C F7,2,F7,0x06BC,兆,MEDIUM,"2 OCR votes, avg 4.8",,,"兆(5,nearest_jpn_13); 共(0,threshold_jpn_10)",glyph_G06DC.png,UNRESOLVED_UNICODE
G06DE,7E F7,2,F7,0x06BE,垢,HIGH,jpn psm13 91.9,,,"垢(92,nearest_jpn_13)",glyph_G06DE.png,UNRESOLVED_UNICODE
G06E0,80 F7,1,F7,0x06C0,帳,HIGH,jpn psm13 93.1,,,"帳(93,nearest_jpn_13); に(85,threshold_jpn_10)",glyph_G06E0.png,UNRESOLVED_UNICODE
G06E3,83 F7,1,F7,0x06C3,巧,MEDIUM,jpn psm13 83.7,,,"巧(84,nearest_jpn_13); 本(55,threshold_jpn_10)",glyph_G06E3.png,UNRESOLVED_UNICODE
G06E9,89 F7,5,F7,0x06C9,浅,HIGH,jpn psm13 89.6,,,"浅(90,nearest_jpn_13)",glyph_G06E9.png,UNRESOLVED_UNICODE
G06EC,8C F7,2,F7,0x06CC,滞,HIGH,jpn psm13 90.5,,,"滞(91,smooth_jpn_10); 党(0,threshold_jpn_10)",glyph_G06EC.png,UNRESOLVED_UNICODE
G06EE,8E F7,4,F7,0x06CE,拶,MEDIUM,jpn psm13 79.4,,,"拶(79,nearest_jpn_13); 的(48,smooth_jpn_10)",glyph_G06EE.png,UNRESOLVED_UNICODE
G06EF,8F F7,1,F7,0x06CF,賃,HIGH,jpn psm13 92.6,,,"賃(93,nearest_jpn_13); 買(67,smooth_jpn_10); 上(9,threshold_jpn_10)",glyph_G06EF.png,UNRESOLVED_UNICODE
G06F1,91 F7,4,F7,0x06D1,,REVIEW,,剛,0.0,"剛(0,nearest_jpn_13); 制(0,smooth_jpn_10); 抽(0,threshold_jpn_10)",glyph_G06F1.png,UNRESOLVED_UNICODE
G06F4,94 F7,4,F7,0x06D4,,REVIEW,,麻,23.9,"麻(24,smooth_jpn_10); 圏(1,nearest_jpn_13); 隊(0,threshold_jpn_10)",glyph_G06F4.png,UNRESOLVED_UNICODE
G06F5,95 F7,2,F7,0x06D5,透,MEDIUM,jpn psm13 76.8,,,"透(77,nearest_jpn_13); 穫(0,smooth_jpn_10); 所(0,threshold_jpn_10)",glyph_G06F5.png,UNRESOLVED_UNICODE
G06FA,9A F7,1,F7,0x06DA,拍,HIGH,jpn psm13 91.7,,,"拍(92,nearest_jpn_13); 揚(66,smooth_jpn_10)",glyph_G06FA.png,UNRESOLVED_UNICODE
G06FE,9E F7,17,F7,0x06DE,迫,HIGH,jpn psm13 88.8,,,"迫(89,nearest_jpn_13); 旭(0,threshold_jpn_10)",glyph_G06FE.png,UNRESOLVED_UNICODE
G06FF,9F F7,3,F7,0x06DF,爪,HIGH,jpn psm13 85.9,,,"爪(86,nearest_jpn_13); 中(4,threshold_jpn_10)",glyph_G06FF.png,UNRESOLVED_UNICODE
G0701,A1 F7,5,F7,0x06E1,宗,HIGH,jpn psm13 88.0,,,"示(92,threshold_jpn_10); 宗(88,nearest_jpn_13); ロ(51,smooth_jpn_10)",glyph_G0701.png,UNRESOLVED_UNICODE
G0702,A2 F7,4,F7,0x06E2,就,HIGH,"2 OCR votes, max 81.0",,,"就(81,nearest_jpn_13); 紅(0,threshold_jpn_10)",glyph_G0702.png,UNRESOLVED_UNICODE
G0707,A7 F7,1,F7,0x06E7,鉢,MEDIUM,jpn psm13 83.1,,,"鉢(83,nearest_jpn_13); 上(0,smooth_jpn_10); 、(0,threshold_jpn_10)",glyph_G0707.png,UNRESOLVED_UNICODE
G070B,AB F7,13,F7,0x06EB,当,HIGH,"2 OCR votes, max 79.9",,,"当(80,threshold_jpn_10); 罰(33,nearest_jpn_13)",glyph_G070B.png,UNRESOLVED_UNICODE
G070C,AC F7,3,F7,0x06EC,,REVIEW,,圏,0.0,"圏(0,nearest_jpn_13); 本(0,smooth_jpn_10); 醒(0,threshold_jpn_10)",glyph_G070C.png,UNRESOLVED_UNICODE
G070D,AD F7,1,F7,0x06ED,締,MEDIUM,jpn psm13 80.3,,,"締(80,nearest_jpn_13)",glyph_G070D.png,UNRESOLVED_UNICODE
G070E,AE F7,7,F7,0x06EE,充,MEDIUM,"3 OCR votes, avg 10.0",,,"充(26,nearest_jpn_13)",glyph_G070E.png,UNRESOLVED_UNICODE
G0711,B1 F7,1,F7,0x06F1,伏,HIGH,"2 OCR votes, max 92.7",,,"伏(93,smooth_jpn_10); 供(0,threshold_jpn_10)",glyph_G0711.png,UNRESOLVED_UNICODE
G0712,B2 F7,6,F7,0x06F2,汁,MEDIUM,jpn psm13 72.3,,,"汁(72,nearest_jpn_13); 汗(68,smooth_jpn_10)",glyph_G0712.png,UNRESOLVED_UNICODE
G0714,B4 F7,7,F7,0x06F4,印,VISUAL_HIGH,glyph image manually checked,,,"印(0,nearest_jpn_13)",glyph_G0714.png,UNRESOLVED_UNICODE
G0718,B8 F7,6,F7,0x06F8,,REVIEW,,賠,41.0,"賠(41,nearest_jpn_13); 比(0,smooth_jpn_10); 窒(0,threshold_jpn_10)",glyph_G0718.png,UNRESOLVED_UNICODE
G071F,BF F7,5,F7,0x06FF,軟,MEDIUM,jpn psm13 70.8,,,"軟(71,nearest_jpn_13); バ(0,threshold_jpn_10)",glyph_G071F.png,UNRESOLVED_UNICODE
G0720,C0 F7,3,F7,0x0700,,REVIEW,,園,0.0,"園(0,nearest_jpn_13); 四(0,threshold_jpn_10)",glyph_G0720.png,UNRESOLVED_UNICODE
G0721,C1 F7,2,F7,0x0701,紛,VISUAL_HIGH,glyph image manually checked,,,"紛(39,nearest_jpn_13); 本(13,smooth_jpn_10)",glyph_G0721.png,UNRESOLVED_UNICODE
G0724,C4 F7,1,F7,0x0704,,REVIEW,,織,0.0,"織(0,threshold_jpn_10)",glyph_G0724.png,UNRESOLVED_UNICODE
G0726,C6 F7,1,F7,0x0706,,REVIEW,,扱,10.3,"扱(10,nearest_jpn_13)",glyph_G0726.png,UNRESOLVED_UNICODE
G072C,CC F7,2,F7,0x070C,岬,HIGH,jpn psm13 91.6,,,"岬(92,nearest_jpn_13)",glyph_G072C.png,UNRESOLVED_UNICODE
G072F,CF F7,2,F7,0x070F,,REVIEW,,六,0.0,"六(0,nearest_jpn_13)",glyph_G072F.png,UNRESOLVED_UNICODE
G0731,D1 F7,1,F7,0x0711,,REVIEW,,湾,2.7,"湾(3,nearest_jpn_13); 六(0,smooth_jpn_10)",glyph_G0731.png,UNRESOLVED_UNICODE
G0734,D4 F7,1,F7,0x0714,,REVIEW,,区,24.3,"区(24,nearest_jpn_13); 中(0,smooth_jpn_10); 其(0,threshold_jpn_10)",glyph_G0734.png,UNRESOLVED_UNICODE
G073B,DB F7,1,F7,0x071B,購,MEDIUM,"2 OCR votes, avg 0.0",,,"賠(2,nearest_jpn_13); 購(0,smooth_jpn_10)",glyph_G073B.png,UNRESOLVED_UNICODE
G0744,E4 F7,1,F7,0x0724,,REVIEW,,園,25.7,"園(26,nearest_jpn_13); 曜(0,smooth_jpn_10)",glyph_G0744.png,UNRESOLVED_UNICODE
G0746,E6 F7,4,F7,0x0726,式,VISUAL_HIGH,glyph image manually checked,,,"式(62,nearest_jpn_13)",glyph_G0746.png,UNRESOLVED_UNICODE
G0748,E8 F7,1,F7,0x0728,,REVIEW,,移,0.0,"移(0,nearest_jpn_13); 知(0,smooth_jpn_10); 紀(0,threshold_jpn_10)",glyph_G0748.png,UNRESOLVED_UNICODE
G0750,20 F8,7,F8,0x0730,,REVIEW,,堕,20.4,"堕(20,nearest_jpn_13); は(0,smooth_jpn_10); 上(0,threshold_jpn_10)",glyph_G0750.png,UNRESOLVED_UNICODE
G0759,29 F8,1,F8,0x0739,,REVIEW,,洛,9.1,"洛(9,nearest_jpn_13); 誠(0,smooth_jpn_10)",glyph_G0759.png,UNRESOLVED_UNICODE
G075D,2D F8,7,F8,0x073D,那,HIGH,jpn psm13 93.0,,,"那(93,nearest_jpn_13); 放(0,smooth_jpn_10); 電(0,threshold_jpn_10)",glyph_G075D.png,UNRESOLVED_UNICODE
G075E,2E F8,1,F8,0x073E,課,HIGH,jpn psm13 92.2,,,"課(92,nearest_jpn_13); 未(0,smooth_jpn_10); は(0,threshold_jpn_10)",glyph_G075E.png,UNRESOLVED_UNICODE
G0767,37 F8,1,F8,0x0747,絞,MEDIUM,jpn psm13 82.5,,,"絞(82,nearest_jpn_13); 締(23,smooth_jpn_10)",glyph_G0767.png,UNRESOLVED_UNICODE
G0769,39 F8,5,F8,0x0749,,REVIEW,,枚,0.0,"枚(0,nearest_jpn_13); 箇(0,smooth_jpn_10); 矯(0,threshold_jpn_10)",glyph_G0769.png,UNRESOLVED_UNICODE
